"Series ID","state","Year","Period","Label","Value","1-Month Net Change","1-Month % Change","fips","month"
"LASST470000000000003","Tennessee",2020,"M11","2020 Nov",5.9,-0.4,-6.3,"47",11
"LASST470000000000003","Tennessee",2020,"M12","2020 Dec",5.6,-0.3,-5.1,"47",12
"LASST470000000000003","Tennessee",2021,"M01","2021 Jan",5.4,-0.2,-3.6,"47",1
"LASST470000000000003","Tennessee",2021,"M02","2021 Feb",5.2,-0.2,-3.7,"47",2
"LASST470000000000003","Tennessee",2021,"M03","2021 Mar",5.1,-0.1,-1.9,"47",3
"LASST470000000000003","Tennessee",2021,"M04","2021 Apr",5,-0.1,-2,"47",4
"LASST470000000000003","Tennessee",2021,"M05","2021 May",4.9,-0.1,-2,"47",5
"LASST470000000000003","Tennessee",2021,"M06","2021 Jun",4.7,-0.2,-4.1,"47",6
"LASST470000000000003","Tennessee",2021,"M07","2021 Jul",4.4,-0.3,-6.4,"47",7
"LASST470000000000003","Tennessee",2021,"M08","2021 Aug",4.2,-0.2,-4.5,"47",8
"LASST470000000000003","Tennessee",2021,"M09","2021 Sep",3.9,-0.3,-7.1,"47",9
"LASST470000000000003","Tennessee",2021,"M10","2021 Oct",3.7,-0.2,-5.1,"47",10
"LASST470000000000003","Tennessee",2021,"M11","2021 Nov",3.6,-0.1,-2.7,"47",11
"LASST470000000000003","Tennessee",2021,"M12","2021 Dec",3.5,-0.1,-2.8,"47",12
"LASST470000000000003","Tennessee",2022,"M01","2022 Jan",3.4,-0.1,-2.9,"47",1
"LASST470000000000003","Tennessee",2022,"M02","2022 Feb",3.4,0,0,"47",2
"LASST470000000000003","Tennessee",2022,"M03","2022 Mar",3.3,-0.1,-2.9,"47",3
"LASST470000000000003","Tennessee",2022,"M04","2022 Apr",3.3,0,0,"47",4
"LASST470000000000003","Tennessee",2022,"M05","2022 May",3.3,0,0,"47",5
"LASST470000000000003","Tennessee",2022,"M06","2022 Jun",3.3,0,0,"47",6
"LASST470000000000003","Tennessee",2022,"M07","2022 Jul",3.3,0,0,"47",7
"LASST470000000000003","Tennessee",2022,"M08","2022 Aug",3.3,0,0,"47",8
"LASST470000000000003","Tennessee",2022,"M09","2022 Sep",3.4,0.1,3,"47",9
"LASST470000000000003","Tennessee",2022,"M10","2022 Oct",3.4,0,0,"47",10
"LASST470000000000003","Tennessee",2022,"M11","2022 Nov",3.4,0,0,"47",11
"LASST470000000000003","Tennessee",2022,"M12","2022 Dec",3.4,0,0,"47",12
"LASST470000000000003","Tennessee",2023,"M01","2023 Jan",3.4,0,0,"47",1
"LASST470000000000003","Tennessee",2023,"M02","2023 Feb",3.3,-0.1,-2.9,"47",2
"LASST470000000000003","Tennessee",2023,"M03","2023 Mar",3.2,-0.1,-3,"47",3
"LASST470000000000003","Tennessee",2023,"M04","2023 Apr",3.2,0,0,"47",4
"LASST470000000000003","Tennessee",2023,"M05","2023 May",3.1,-0.1,-3.1,"47",5
"LASST470000000000003","Tennessee",2023,"M06","2023 Jun",3.1,0,0,"47",6
"LASST470000000000003","Tennessee",2023,"M07","2023 Jul",3.2,0.1,3.2,"47",7
"LASST470000000000003","Tennessee",2023,"M08","2023 Aug",3.2,0,0,"47",8
"LASST470000000000003","Tennessee",2023,"M09","2023 Sep",3.2,0,0,"47",9
"LASST470000000000003","Tennessee",2023,"M10","2023 Oct",3.3,0.1,3.1,"47",10
"LASST470000000000003","Tennessee",2023,"M11","2023 Nov",3.3,0,0,"47",11
"LASST470000000000003","Tennessee",2023,"M12","2023 Dec",3.2,-0.1,-3,"47",12
"LASST470000000000003","Tennessee",2024,"M01","2024 Jan",3.2,0,0,"47",1
"LASST470000000000003","Tennessee",2024,"M02","2024 Feb",3.1,-0.1,-3.1,"47",2
"LASST470000000000003","Tennessee",2024,"M03","2024 Mar",3.1,0,0,"47",3
"LASST470000000000003","Tennessee",2024,"M04","2024 Apr",3.2,0.1,3.2,"47",4
"LASST470000000000003","Tennessee",2024,"M05","2024 May",3.2,0,0,"47",5
"LASST470000000000003","Tennessee",2024,"M06","2024 Jun",3.3,0.1,3.1,"47",6
"LASST470000000000003","Tennessee",2024,"M07","2024 Jul",3.4,0.1,3,"47",7
"LASST470000000000003","Tennessee",2024,"M08","2024 Aug",3.6,0.2,5.9,"47",8
"LASST470000000000003","Tennessee",2024,"M09","2024 Sep",3.7,0.1,2.8,"47",9
"LASST470000000000003","Tennessee",2024,"M10","2024 Oct",3.7,0,0,"47",10
"LASST470000000000003","Tennessee",2024,"M11","2024 Nov",3.7,0,0,"47",11
"LASST470000000000003","Tennessee",2024,"M12","2024 Dec",3.7,0,0,"47",12
"LASST470000000000003","Tennessee",2025,"M01","2025 Jan",3.7,0,0,"47",1
"LASST470000000000003","Tennessee",2025,"M02","2025 Feb",3.7,0,0,"47",2
"LASST470000000000003","Tennessee",2025,"M03","2025 Mar",3.6,-0.1,-2.7,"47",3
"LASST470000000000003","Tennessee",2025,"M04","2025 Apr",3.5,-0.1,-2.8,"47",4
"LASST470000000000003","Tennessee",2025,"M05","2025 May",3.5,0,0,"47",5
"LASST470000000000003","Tennessee",2025,"M06","2025 Jun",3.5,0,0,"47",6
"LASST470000000000003","Tennessee",2025,"M07","2025 Jul",3.6,0.1,2.9,"47",7
"LASST470000000000003","Tennessee",2025,"M08","2025 Aug",3.6,0,0,"47",8
"LASST470000000000003","Tennessee",2025,"M09","2025 Sep",3.6,0,0,"47",9
"LASST470000000000003","Tennessee",2025,"M10","2025 Oct",NA,NA,NA,"47",10
"LASST470000000000003","Tennessee",2025,"M11","2025 Nov",3.6,NA,NA,"47",11
"LASST470000000000003","Tennessee",2025,"M12","2025 Dec",3.6,0,0,"47",12
