"Series ID","state","Year","Period","Label","Value","1-Month Net Change","1-Month % Change","fips","month"
"LASST230000000000003","Maine",2023,"M06","2023 Jun",2.5,0,0,"23",6
"LASST230000000000003","Maine",2023,"M07","2023 Jul",2.6,0.1,4,"23",7
"LASST230000000000003","Maine",2023,"M08","2023 Aug",2.7,0.1,3.8,"23",8
"LASST230000000000003","Maine",2023,"M09","2023 Sep",2.8,0.1,3.7,"23",9
"LASST230000000000003","Maine",2023,"M10","2023 Oct",2.8,0,0,"23",10
"LASST230000000000003","Maine",2023,"M11","2023 Nov",2.8,0,0,"23",11
"LASST230000000000003","Maine",2023,"M12","2023 Dec",2.8,0,0,"23",12
"LASST230000000000003","Maine",2024,"M01","2024 Jan",2.8,0,0,"23",1
"LASST230000000000003","Maine",2024,"M02","2024 Feb",2.8,0,0,"23",2
"LASST230000000000003","Maine",2024,"M03","2024 Mar",2.8,0,0,"23",3
"LASST230000000000003","Maine",2024,"M04","2024 Apr",2.8,0,0,"23",4
"LASST230000000000003","Maine",2024,"M05","2024 May",2.9,0.1,3.6,"23",5
"LASST230000000000003","Maine",2024,"M06","2024 Jun",3,0.1,3.4,"23",6
"LASST230000000000003","Maine",2024,"M07","2024 Jul",3.1,0.1,3.3,"23",7
"LASST230000000000003","Maine",2024,"M08","2024 Aug",3.2,0.1,3.2,"23",8
"LASST230000000000003","Maine",2024,"M09","2024 Sep",3.4,0.2,6.3,"23",9
"LASST230000000000003","Maine",2024,"M10","2024 Oct",3.4,0,0,"23",10
"LASST230000000000003","Maine",2024,"M11","2024 Nov",3.4,0,0,"23",11
"LASST230000000000003","Maine",2024,"M12","2024 Dec",3.4,0,0,"23",12
"LASST230000000000003","Maine",2025,"M01","2025 Jan",3.5,0.1,2.9,"23",1
"LASST230000000000003","Maine",2025,"M02","2025 Feb",3.5,0,0,"23",2
"LASST230000000000003","Maine",2025,"M03","2025 Mar",3.5,0,0,"23",3
"LASST230000000000003","Maine",2025,"M04","2025 Apr",3.5,0,0,"23",4
"LASST230000000000003","Maine",2025,"M05","2025 May",3.4,-0.1,-2.9,"23",5
"LASST230000000000003","Maine",2025,"M06","2025 Jun",3.3,-0.1,-2.9,"23",6
"LASST230000000000003","Maine",2025,"M07","2025 Jul",3.2,-0.1,-3,"23",7
"LASST230000000000003","Maine",2025,"M08","2025 Aug",3.2,0,0,"23",8
"LASST230000000000003","Maine",2025,"M09","2025 Sep",3.2,0,0,"23",9
"LASST230000000000003","Maine",2025,"M10","2025 Oct",NA,NA,NA,"23",10
"LASST230000000000003","Maine",2025,"M11","2025 Nov",3.2,NA,NA,"23",11
"LASST230000000000003","Maine",2025,"M12","2025 Dec",3.2,0,0,"23",12
"LASST340000000000003","New Jersey",2012,"M01","2012 Jan",9.3,0,0,"34",1
"LASST340000000000003","New Jersey",2012,"M02","2012 Feb",9.3,0,0,"34",2
"LASST340000000000003","New Jersey",2012,"M03","2012 Mar",9.4,0.1,1.1,"34",3
"LASST340000000000003","New Jersey",2012,"M04","2012 Apr",9.5,0.1,1.1,"34",4
"LASST340000000000003","New Jersey",2012,"M05","2012 May",9.6,0.1,1.1,"34",5
"LASST340000000000003","New Jersey",2012,"M06","2012 Jun",9.6,0,0,"34",6
"LASST340000000000003","New Jersey",2012,"M07","2012 Jul",9.6,0,0,"34",7
"LASST340000000000003","New Jersey",2012,"M08","2012 Aug",9.5,-0.1,-1,"34",8
"LASST340000000000003","New Jersey",2012,"M09","2012 Sep",9.5,0,0,"34",9
"LASST340000000000003","New Jersey",2012,"M10","2012 Oct",9.4,-0.1,-1.1,"34",10
"LASST340000000000003","New Jersey",2012,"M11","2012 Nov",9.4,0,0,"34",11
"LASST340000000000003","New Jersey",2012,"M12","2012 Dec",9.3,-0.1,-1.1,"34",12
"LASST340000000000003","New Jersey",2013,"M01","2013 Jan",9.2,-0.1,-1.1,"34",1
"LASST340000000000003","New Jersey",2013,"M02","2013 Feb",9.1,-0.1,-1.1,"34",2
"LASST340000000000003","New Jersey",2013,"M03","2013 Mar",9,-0.1,-1.1,"34",3
"LASST340000000000003","New Jersey",2013,"M04","2013 Apr",8.9,-0.1,-1.1,"34",4
"LASST340000000000003","New Jersey",2013,"M05","2013 May",8.7,-0.2,-2.2,"34",5
"LASST340000000000003","New Jersey",2013,"M06","2013 Jun",8.6,-0.1,-1.1,"34",6
"LASST340000000000003","New Jersey",2013,"M07","2013 Jul",8.4,-0.2,-2.3,"34",7
"LASST340000000000003","New Jersey",2013,"M08","2013 Aug",8.3,-0.1,-1.2,"34",8
"LASST340000000000003","New Jersey",2013,"M09","2013 Sep",8,-0.3,-3.6,"34",9
"LASST340000000000003","New Jersey",2013,"M10","2013 Oct",7.8,-0.2,-2.5,"34",10
"LASST340000000000003","New Jersey",2013,"M11","2013 Nov",7.6,-0.2,-2.6,"34",11
"LASST340000000000003","New Jersey",2013,"M12","2013 Dec",7.4,-0.2,-2.6,"34",12
"LASST340000000000003","New Jersey",2014,"M01","2014 Jan",7.2,-0.2,-2.7,"34",1
"LASST340000000000003","New Jersey",2014,"M02","2014 Feb",7,-0.2,-2.8,"34",2
"LASST340000000000003","New Jersey",2014,"M03","2014 Mar",6.9,-0.1,-1.4,"34",3
"LASST340000000000003","New Jersey",2014,"M04","2014 Apr",6.8,-0.1,-1.4,"34",4
"LASST340000000000003","New Jersey",2014,"M05","2014 May",6.7,-0.1,-1.5,"34",5
"LASST340000000000003","New Jersey",2014,"M06","2014 Jun",6.6,-0.1,-1.5,"34",6
"LASST340000000000003","New Jersey",2014,"M07","2014 Jul",6.6,0,0,"34",7
"LASST340000000000003","New Jersey",2014,"M08","2014 Aug",6.5,-0.1,-1.5,"34",8
"LASST340000000000003","New Jersey",2014,"M09","2014 Sep",6.5,0,0,"34",9
"LASST340000000000003","New Jersey",2014,"M10","2014 Oct",6.5,0,0,"34",10
"LASST340000000000003","New Jersey",2014,"M11","2014 Nov",6.5,0,0,"34",11
"LASST340000000000003","New Jersey",2014,"M12","2014 Dec",6.4,-0.1,-1.5,"34",12
"LASST340000000000003","New Jersey",2015,"M01","2015 Jan",6.3,-0.1,-1.6,"34",1
"LASST340000000000003","New Jersey",2015,"M02","2015 Feb",6.3,0,0,"34",2
"LASST340000000000003","New Jersey",2015,"M03","2015 Mar",6.2,-0.1,-1.6,"34",3
"LASST340000000000003","New Jersey",2015,"M04","2015 Apr",6.1,-0.1,-1.6,"34",4
"LASST340000000000003","New Jersey",2015,"M05","2015 May",6,-0.1,-1.6,"34",5
"LASST340000000000003","New Jersey",2015,"M06","2015 Jun",5.8,-0.2,-3.3,"34",6
"LASST340000000000003","New Jersey",2015,"M07","2015 Jul",5.7,-0.1,-1.7,"34",7
"LASST340000000000003","New Jersey",2015,"M08","2015 Aug",5.5,-0.2,-3.5,"34",8
"LASST340000000000003","New Jersey",2015,"M09","2015 Sep",5.3,-0.2,-3.6,"34",9
"LASST340000000000003","New Jersey",2015,"M10","2015 Oct",5.1,-0.2,-3.8,"34",10
"LASST340000000000003","New Jersey",2015,"M11","2015 Nov",5,-0.1,-2,"34",11
"LASST340000000000003","New Jersey",2015,"M12","2015 Dec",5,0,0,"34",12
"LASST340000000000003","New Jersey",2016,"M01","2016 Jan",4.9,-0.1,-2,"34",1
"LASST340000000000003","New Jersey",2016,"M02","2016 Feb",5,0.1,2,"34",2
"LASST340000000000003","New Jersey",2016,"M03","2016 Mar",5,0,0,"34",3
"LASST340000000000003","New Jersey",2016,"M04","2016 Apr",5,0,0,"34",4
"LASST340000000000003","New Jersey",2016,"M05","2016 May",5,0,0,"34",5
"LASST340000000000003","New Jersey",2016,"M06","2016 Jun",5,0,0,"34",6
"LASST340000000000003","New Jersey",2016,"M07","2016 Jul",5,0,0,"34",7
"LASST340000000000003","New Jersey",2016,"M08","2016 Aug",5,0,0,"34",8
"LASST340000000000003","New Jersey",2016,"M09","2016 Sep",4.9,-0.1,-2,"34",9
"LASST340000000000003","New Jersey",2016,"M10","2016 Oct",4.9,0,0,"34",10
"LASST340000000000003","New Jersey",2016,"M11","2016 Nov",4.8,-0.1,-2,"34",11
"LASST340000000000003","New Jersey",2016,"M12","2016 Dec",4.7,-0.1,-2.1,"34",12
"LASST340000000000003","New Jersey",2017,"M01","2017 Jan",4.6,-0.1,-2.1,"34",1
"LASST340000000000003","New Jersey",2017,"M02","2017 Feb",4.5,-0.1,-2.2,"34",2
"LASST340000000000003","New Jersey",2017,"M03","2017 Mar",4.4,-0.1,-2.2,"34",3
"LASST340000000000003","New Jersey",2017,"M04","2017 Apr",4.4,0,0,"34",4
"LASST340000000000003","New Jersey",2017,"M05","2017 May",4.4,0,0,"34",5
"LASST340000000000003","New Jersey",2017,"M06","2017 Jun",4.5,0.1,2.3,"34",6
"LASST340000000000003","New Jersey",2017,"M07","2017 Jul",4.5,0,0,"34",7
"LASST340000000000003","New Jersey",2017,"M08","2017 Aug",4.6,0.1,2.2,"34",8
"LASST340000000000003","New Jersey",2017,"M09","2017 Sep",4.6,0,0,"34",9
"LASST340000000000003","New Jersey",2017,"M10","2017 Oct",4.6,0,0,"34",10
"LASST340000000000003","New Jersey",2017,"M11","2017 Nov",4.6,0,0,"34",11
"LASST340000000000003","New Jersey",2017,"M12","2017 Dec",4.5,-0.1,-2.2,"34",12
"LASST340000000000003","New Jersey",2018,"M01","2018 Jan",4.4,-0.1,-2.2,"34",1
"LASST340000000000003","New Jersey",2018,"M02","2018 Feb",4.4,0,0,"34",2
"LASST340000000000003","New Jersey",2018,"M03","2018 Mar",4.3,-0.1,-2.3,"34",3
"LASST340000000000003","New Jersey",2018,"M04","2018 Apr",4.2,-0.1,-2.3,"34",4
"LASST340000000000003","New Jersey",2018,"M05","2018 May",4.1,-0.1,-2.4,"34",5
"LASST340000000000003","New Jersey",2018,"M06","2018 Jun",4.1,0,0,"34",6
"LASST340000000000003","New Jersey",2018,"M07","2018 Jul",4,-0.1,-2.4,"34",7
"LASST340000000000003","New Jersey",2018,"M08","2018 Aug",3.9,-0.1,-2.5,"34",8
"LASST340000000000003","New Jersey",2018,"M09","2018 Sep",3.8,-0.1,-2.6,"34",9
"LASST340000000000003","New Jersey",2018,"M10","2018 Oct",3.7,-0.1,-2.6,"34",10
"LASST340000000000003","New Jersey",2018,"M11","2018 Nov",3.7,0,0,"34",11
"LASST340000000000003","New Jersey",2018,"M12","2018 Dec",3.6,-0.1,-2.7,"34",12
"LASST340000000000003","New Jersey",2019,"M01","2019 Jan",3.5,-0.1,-2.8,"34",1
"LASST340000000000003","New Jersey",2019,"M02","2019 Feb",3.4,-0.1,-2.9,"34",2
"LASST340000000000003","New Jersey",2019,"M03","2019 Mar",3.3,-0.1,-2.9,"34",3
"LASST340000000000003","New Jersey",2019,"M04","2019 Apr",3.2,-0.1,-3,"34",4
"LASST340000000000003","New Jersey",2019,"M05","2019 May",3.2,0,0,"34",5
"LASST340000000000003","New Jersey",2019,"M06","2019 Jun",3.2,0,0,"34",6
"LASST340000000000003","New Jersey",2019,"M07","2019 Jul",3.3,0.1,3.1,"34",7
"LASST340000000000003","New Jersey",2019,"M08","2019 Aug",3.4,0.1,3,"34",8
"LASST340000000000003","New Jersey",2019,"M09","2019 Sep",3.6,0.2,5.9,"34",9
"LASST340000000000003","New Jersey",2019,"M10","2019 Oct",3.7,0.1,2.8,"34",10
"LASST340000000000003","New Jersey",2019,"M11","2019 Nov",3.8,0.1,2.7,"34",11
"LASST340000000000003","New Jersey",2019,"M12","2019 Dec",3.9,0.1,2.6,"34",12
"LASST340000000000003","New Jersey",2020,"M01","2020 Jan",4,0.1,2.6,"34",1
"LASST340000000000003","New Jersey",2020,"M02","2020 Feb",4.1,0.1,2.5,"34",2
"LASST340000000000003","New Jersey",2020,"M03","2020 Mar",4.1,0,0,"34",3
"LASST340000000000003","New Jersey",2020,"M04","2020 Apr",15,10.9,265.9,"34",4
"LASST340000000000003","New Jersey",2020,"M05","2020 May",15.4,0.4,2.7,"34",5
"LASST340000000000003","New Jersey",2020,"M06","2020 Jun",14.5,-0.9,-5.8,"34",6
"LASST340000000000003","New Jersey",2020,"M07","2020 Jul",14.4,-0.1,-0.7,"34",7
"LASST340000000000003","New Jersey",2020,"M08","2020 Aug",13.3,-1.1,-7.6,"34",8
"LASST340000000000003","New Jersey",2020,"M09","2020 Sep",7.4,-5.9,-44.4,"34",9
"LASST340000000000003","New Jersey",2020,"M10","2020 Oct",7.1,-0.3,-4.1,"34",10
"LASST340000000000003","New Jersey",2020,"M11","2020 Nov",7.2,0.1,1.4,"34",11
"LASST340000000000003","New Jersey",2020,"M12","2020 Dec",7.3,0.1,1.4,"34",12
"LASST340000000000003","New Jersey",2021,"M01","2021 Jan",7.3,0,0,"34",1
"LASST340000000000003","New Jersey",2021,"M02","2021 Feb",7.3,0,0,"34",2
"LASST340000000000003","New Jersey",2021,"M03","2021 Mar",7.2,-0.1,-1.4,"34",3
"LASST340000000000003","New Jersey",2021,"M04","2021 Apr",7.2,0,0,"34",4
"LASST340000000000003","New Jersey",2021,"M05","2021 May",7,-0.2,-2.8,"34",5
"LASST340000000000003","New Jersey",2021,"M06","2021 Jun",7.2,0.2,2.9,"34",6
"LASST340000000000003","New Jersey",2021,"M07","2021 Jul",6.9,-0.3,-4.2,"34",7
"LASST340000000000003","New Jersey",2021,"M08","2021 Aug",6.8,-0.1,-1.4,"34",8
"LASST340000000000003","New Jersey",2021,"M09","2021 Sep",6.3,-0.5,-7.4,"34",9
"LASST340000000000003","New Jersey",2021,"M10","2021 Oct",6,-0.3,-4.8,"34",10
"LASST340000000000003","New Jersey",2021,"M11","2021 Nov",5.6,-0.4,-6.7,"34",11
"LASST340000000000003","New Jersey",2021,"M12","2021 Dec",5.5,-0.1,-1.8,"34",12
"LASST340000000000003","New Jersey",2022,"M01","2022 Jan",5.2,-0.3,-5.5,"34",1
"LASST340000000000003","New Jersey",2022,"M02","2022 Feb",4.7,-0.5,-9.6,"34",2
"LASST340000000000003","New Jersey",2022,"M03","2022 Mar",4.3,-0.4,-8.5,"34",3
"LASST340000000000003","New Jersey",2022,"M04","2022 Apr",4.1,-0.2,-4.7,"34",4
"LASST340000000000003","New Jersey",2022,"M05","2022 May",3.8,-0.3,-7.3,"34",5
"LASST340000000000003","New Jersey",2022,"M06","2022 Jun",3.6,-0.2,-5.3,"34",6
"LASST340000000000003","New Jersey",2022,"M07","2022 Jul",3.3,-0.3,-8.3,"34",7
"LASST340000000000003","New Jersey",2022,"M08","2022 Aug",3,-0.3,-9.1,"34",8
"LASST340000000000003","New Jersey",2022,"M09","2022 Sep",3.3,0.3,10,"34",9
"LASST340000000000003","New Jersey",2022,"M10","2022 Oct",3.5,0.2,6.1,"34",10
"LASST340000000000003","New Jersey",2022,"M11","2022 Nov",3.6,0.1,2.9,"34",11
"LASST340000000000003","New Jersey",2022,"M12","2022 Dec",3.8,0.2,5.6,"34",12
"LASST340000000000003","New Jersey",2023,"M01","2023 Jan",3.9,0.1,2.6,"34",1
"LASST340000000000003","New Jersey",2023,"M02","2023 Feb",4,0.1,2.6,"34",2
"LASST340000000000003","New Jersey",2023,"M03","2023 Mar",4,0,0,"34",3
"LASST340000000000003","New Jersey",2023,"M04","2023 Apr",4.1,0.1,2.5,"34",4
"LASST340000000000003","New Jersey",2023,"M05","2023 May",4.2,0.1,2.4,"34",5
"LASST340000000000003","New Jersey",2023,"M06","2023 Jun",4.3,0.1,2.4,"34",6
"LASST340000000000003","New Jersey",2023,"M07","2023 Jul",4.4,0.1,2.3,"34",7
"LASST340000000000003","New Jersey",2023,"M08","2023 Aug",4.4,0,0,"34",8
"LASST340000000000003","New Jersey",2023,"M09","2023 Sep",4.5,0.1,2.3,"34",9
"LASST340000000000003","New Jersey",2023,"M10","2023 Oct",4.5,0,0,"34",10
"LASST340000000000003","New Jersey",2023,"M11","2023 Nov",4.5,0,0,"34",11
"LASST340000000000003","New Jersey",2023,"M12","2023 Dec",4.5,0,0,"34",12
"LASST340000000000003","New Jersey",2024,"M01","2024 Jan",4.4,-0.1,-2.2,"34",1
"LASST340000000000003","New Jersey",2024,"M02","2024 Feb",4.4,0,0,"34",2
"LASST340000000000003","New Jersey",2024,"M03","2024 Mar",4.4,0,0,"34",3
"LASST340000000000003","New Jersey",2024,"M04","2024 Apr",4.5,0.1,2.3,"34",4
"LASST340000000000003","New Jersey",2024,"M05","2024 May",4.5,0,0,"34",5
"LASST340000000000003","New Jersey",2024,"M06","2024 Jun",4.6,0.1,2.2,"34",6
"LASST340000000000003","New Jersey",2024,"M07","2024 Jul",4.6,0,0,"34",7
"LASST340000000000003","New Jersey",2024,"M08","2024 Aug",4.6,0,0,"34",8
"LASST340000000000003","New Jersey",2024,"M09","2024 Sep",4.6,0,0,"34",9
"LASST340000000000003","New Jersey",2024,"M10","2024 Oct",4.6,0,0,"34",10
"LASST340000000000003","New Jersey",2024,"M11","2024 Nov",4.6,0,0,"34",11
"LASST340000000000003","New Jersey",2024,"M12","2024 Dec",4.6,0,0,"34",12
"LASST340000000000003","New Jersey",2025,"M01","2025 Jan",4.6,0,0,"34",1
"LASST340000000000003","New Jersey",2025,"M02","2025 Feb",4.6,0,0,"34",2
"LASST340000000000003","New Jersey",2025,"M03","2025 Mar",4.7,0.1,2.2,"34",3
"LASST340000000000003","New Jersey",2025,"M04","2025 Apr",4.8,0.1,2.1,"34",4
"LASST340000000000003","New Jersey",2025,"M05","2025 May",4.8,0,0,"34",5
"LASST340000000000003","New Jersey",2025,"M06","2025 Jun",4.9,0.1,2.1,"34",6
"LASST340000000000003","New Jersey",2025,"M07","2025 Jul",4.9,0,0,"34",7
"LASST340000000000003","New Jersey",2025,"M08","2025 Aug",5,0.1,2,"34",8
"LASST340000000000003","New Jersey",2025,"M09","2025 Sep",5.2,0.2,4,"34",9
"LASST340000000000003","New Jersey",2025,"M10","2025 Oct",NA,NA,NA,"34",10
"LASST340000000000003","New Jersey",2025,"M11","2025 Nov",5.4,NA,NA,"34",11
"LASST340000000000003","New Jersey",2025,"M12","2025 Dec",5.4,0,0,"34",12
"LASST470000000000003","Tennessee",2012,"M01","2012 Jan",8.2,-0.2,-2.4,"47",1
"LASST470000000000003","Tennessee",2012,"M02","2012 Feb",8.1,-0.1,-1.2,"47",2
"LASST470000000000003","Tennessee",2012,"M03","2012 Mar",8,-0.1,-1.2,"47",3
"LASST470000000000003","Tennessee",2012,"M04","2012 Apr",8,0,0,"47",4
"LASST470000000000003","Tennessee",2012,"M05","2012 May",8,0,0,"47",5
"LASST470000000000003","Tennessee",2012,"M06","2012 Jun",8,0,0,"47",6
"LASST470000000000003","Tennessee",2012,"M07","2012 Jul",7.9,-0.1,-1.3,"47",7
"LASST470000000000003","Tennessee",2012,"M08","2012 Aug",7.8,-0.1,-1.3,"47",8
"LASST470000000000003","Tennessee",2012,"M09","2012 Sep",7.8,0,0,"47",9
"LASST470000000000003","Tennessee",2012,"M10","2012 Oct",7.7,-0.1,-1.3,"47",10
"LASST470000000000003","Tennessee",2012,"M11","2012 Nov",7.8,0.1,1.3,"47",11
"LASST470000000000003","Tennessee",2012,"M12","2012 Dec",7.8,0,0,"47",12
"LASST470000000000003","Tennessee",2013,"M01","2013 Jan",7.9,0.1,1.3,"47",1
"LASST470000000000003","Tennessee",2013,"M02","2013 Feb",7.9,0,0,"47",2
"LASST470000000000003","Tennessee",2013,"M03","2013 Mar",7.9,0,0,"47",3
"LASST470000000000003","Tennessee",2013,"M04","2013 Apr",7.9,0,0,"47",4
"LASST470000000000003","Tennessee",2013,"M05","2013 May",7.8,-0.1,-1.3,"47",5
"LASST470000000000003","Tennessee",2013,"M06","2013 Jun",7.8,0,0,"47",6
"LASST470000000000003","Tennessee",2013,"M07","2013 Jul",7.7,-0.1,-1.3,"47",7
"LASST470000000000003","Tennessee",2013,"M08","2013 Aug",7.6,-0.1,-1.3,"47",8
"LASST470000000000003","Tennessee",2013,"M09","2013 Sep",7.5,-0.1,-1.3,"47",9
"LASST470000000000003","Tennessee",2013,"M10","2013 Oct",7.3,-0.2,-2.7,"47",10
"LASST470000000000003","Tennessee",2013,"M11","2013 Nov",7.2,-0.1,-1.4,"47",11
"LASST470000000000003","Tennessee",2013,"M12","2013 Dec",7,-0.2,-2.8,"47",12
"LASST470000000000003","Tennessee",2014,"M01","2014 Jan",6.9,-0.1,-1.4,"47",1
"LASST470000000000003","Tennessee",2014,"M02","2014 Feb",6.8,-0.1,-1.4,"47",2
"LASST470000000000003","Tennessee",2014,"M03","2014 Mar",6.7,-0.1,-1.5,"47",3
"LASST470000000000003","Tennessee",2014,"M04","2014 Apr",6.7,0,0,"47",4
"LASST470000000000003","Tennessee",2014,"M05","2014 May",6.7,0,0,"47",5
"LASST470000000000003","Tennessee",2014,"M06","2014 Jun",6.6,-0.1,-1.5,"47",6
"LASST470000000000003","Tennessee",2014,"M07","2014 Jul",6.6,0,0,"47",7
"LASST470000000000003","Tennessee",2014,"M08","2014 Aug",6.5,-0.1,-1.5,"47",8
"LASST470000000000003","Tennessee",2014,"M09","2014 Sep",6.5,0,0,"47",9
"LASST470000000000003","Tennessee",2014,"M10","2014 Oct",6.4,-0.1,-1.5,"47",10
"LASST470000000000003","Tennessee",2014,"M11","2014 Nov",6.3,-0.1,-1.6,"47",11
"LASST470000000000003","Tennessee",2014,"M12","2014 Dec",6.2,-0.1,-1.6,"47",12
"LASST470000000000003","Tennessee",2015,"M01","2015 Jan",6.1,-0.1,-1.6,"47",1
"LASST470000000000003","Tennessee",2015,"M02","2015 Feb",6,-0.1,-1.6,"47",2
"LASST470000000000003","Tennessee",2015,"M03","2015 Mar",5.9,-0.1,-1.7,"47",3
"LASST470000000000003","Tennessee",2015,"M04","2015 Apr",5.8,-0.1,-1.7,"47",4
"LASST470000000000003","Tennessee",2015,"M05","2015 May",5.7,-0.1,-1.7,"47",5
"LASST470000000000003","Tennessee",2015,"M06","2015 Jun",5.6,-0.1,-1.8,"47",6
"LASST470000000000003","Tennessee",2015,"M07","2015 Jul",5.5,-0.1,-1.8,"47",7
"LASST470000000000003","Tennessee",2015,"M08","2015 Aug",5.4,-0.1,-1.8,"47",8
"LASST470000000000003","Tennessee",2015,"M09","2015 Sep",5.3,-0.1,-1.9,"47",9
"LASST470000000000003","Tennessee",2015,"M10","2015 Oct",5.1,-0.2,-3.8,"47",10
"LASST470000000000003","Tennessee",2015,"M11","2015 Nov",5,-0.1,-2,"47",11
"LASST470000000000003","Tennessee",2015,"M12","2015 Dec",4.9,-0.1,-2,"47",12
"LASST470000000000003","Tennessee",2016,"M01","2016 Jan",4.8,-0.1,-2,"47",1
"LASST470000000000003","Tennessee",2016,"M02","2016 Feb",4.7,-0.1,-2.1,"47",2
"LASST470000000000003","Tennessee",2016,"M03","2016 Mar",4.7,0,0,"47",3
"LASST470000000000003","Tennessee",2016,"M04","2016 Apr",4.7,0,0,"47",4
"LASST470000000000003","Tennessee",2016,"M05","2016 May",4.7,0,0,"47",5
"LASST470000000000003","Tennessee",2016,"M06","2016 Jun",4.7,0,0,"47",6
"LASST470000000000003","Tennessee",2016,"M07","2016 Jul",4.7,0,0,"47",7
"LASST470000000000003","Tennessee",2016,"M08","2016 Aug",4.8,0.1,2.1,"47",8
"LASST470000000000003","Tennessee",2016,"M09","2016 Sep",4.8,0,0,"47",9
"LASST470000000000003","Tennessee",2016,"M10","2016 Oct",4.8,0,0,"47",10
"LASST470000000000003","Tennessee",2016,"M11","2016 Nov",4.8,0,0,"47",11
"LASST470000000000003","Tennessee",2016,"M12","2016 Dec",4.7,-0.1,-2.1,"47",12
"LASST470000000000003","Tennessee",2017,"M01","2017 Jan",4.5,-0.2,-4.3,"47",1
"LASST470000000000003","Tennessee",2017,"M02","2017 Feb",4.3,-0.2,-4.4,"47",2
"LASST470000000000003","Tennessee",2017,"M03","2017 Mar",4.1,-0.2,-4.7,"47",3
"LASST470000000000003","Tennessee",2017,"M04","2017 Apr",3.9,-0.2,-4.9,"47",4
"LASST470000000000003","Tennessee",2017,"M05","2017 May",3.7,-0.2,-5.1,"47",5
"LASST470000000000003","Tennessee",2017,"M06","2017 Jun",3.6,-0.1,-2.7,"47",6
"LASST470000000000003","Tennessee",2017,"M07","2017 Jul",3.5,-0.1,-2.8,"47",7
"LASST470000000000003","Tennessee",2017,"M08","2017 Aug",3.4,-0.1,-2.9,"47",8
"LASST470000000000003","Tennessee",2017,"M09","2017 Sep",3.4,0,0,"47",9
"LASST470000000000003","Tennessee",2017,"M10","2017 Oct",3.4,0,0,"47",10
"LASST470000000000003","Tennessee",2017,"M11","2017 Nov",3.5,0.1,2.9,"47",11
"LASST470000000000003","Tennessee",2017,"M12","2017 Dec",3.5,0,0,"47",12
"LASST470000000000003","Tennessee",2018,"M01","2018 Jan",3.5,0,0,"47",1
"LASST470000000000003","Tennessee",2018,"M02","2018 Feb",3.5,0,0,"47",2
"LASST470000000000003","Tennessee",2018,"M03","2018 Mar",3.5,0,0,"47",3
"LASST470000000000003","Tennessee",2018,"M04","2018 Apr",3.5,0,0,"47",4
"LASST470000000000003","Tennessee",2018,"M05","2018 May",3.5,0,0,"47",5
"LASST470000000000003","Tennessee",2018,"M06","2018 Jun",3.5,0,0,"47",6
"LASST470000000000003","Tennessee",2018,"M07","2018 Jul",3.5,0,0,"47",7
"LASST470000000000003","Tennessee",2018,"M08","2018 Aug",3.5,0,0,"47",8
"LASST470000000000003","Tennessee",2018,"M09","2018 Sep",3.5,0,0,"47",9
"LASST470000000000003","Tennessee",2018,"M10","2018 Oct",3.5,0,0,"47",10
"LASST470000000000003","Tennessee",2018,"M11","2018 Nov",3.5,0,0,"47",11
"LASST470000000000003","Tennessee",2018,"M12","2018 Dec",3.5,0,0,"47",12
"LASST470000000000003","Tennessee",2019,"M01","2019 Jan",3.5,0,0,"47",1
"LASST470000000000003","Tennessee",2019,"M02","2019 Feb",3.4,-0.1,-2.9,"47",2
"LASST470000000000003","Tennessee",2019,"M03","2019 Mar",3.4,0,0,"47",3
"LASST470000000000003","Tennessee",2019,"M04","2019 Apr",3.4,0,0,"47",4
"LASST470000000000003","Tennessee",2019,"M05","2019 May",3.3,-0.1,-2.9,"47",5
"LASST470000000000003","Tennessee",2019,"M06","2019 Jun",3.2,-0.1,-3,"47",6
"LASST470000000000003","Tennessee",2019,"M07","2019 Jul",3.2,0,0,"47",7
"LASST470000000000003","Tennessee",2019,"M08","2019 Aug",3.2,0,0,"47",8
"LASST470000000000003","Tennessee",2019,"M09","2019 Sep",3.3,0.1,3.1,"47",9
"LASST470000000000003","Tennessee",2019,"M10","2019 Oct",3.3,0,0,"47",10
"LASST470000000000003","Tennessee",2019,"M11","2019 Nov",3.4,0.1,3,"47",11
"LASST470000000000003","Tennessee",2019,"M12","2019 Dec",3.4,0,0,"47",12
"LASST470000000000003","Tennessee",2020,"M01","2020 Jan",3.4,0,0,"47",1
"LASST470000000000003","Tennessee",2020,"M02","2020 Feb",3.5,0.1,2.9,"47",2
"LASST470000000000003","Tennessee",2020,"M03","2020 Mar",3.5,0,0,"47",3
"LASST470000000000003","Tennessee",2020,"M04","2020 Apr",15.7,12.2,348.6,"47",4
"LASST470000000000003","Tennessee",2020,"M05","2020 May",12.1,-3.6,-22.9,"47",5
"LASST470000000000003","Tennessee",2020,"M06","2020 Jun",10.2,-1.9,-15.7,"47",6
"LASST470000000000003","Tennessee",2020,"M07","2020 Jul",9,-1.2,-11.8,"47",7
"LASST470000000000003","Tennessee",2020,"M08","2020 Aug",7.6,-1.4,-15.6,"47",8
"LASST470000000000003","Tennessee",2020,"M09","2020 Sep",7.1,-0.5,-6.6,"47",9
"LASST470000000000003","Tennessee",2020,"M10","2020 Oct",6.3,-0.8,-11.3,"47",10
