"series_id","state","year","period","label","value","month_net_change","month_percent_change","state_fips","x12_month_net_change","x12_month_percent_change"
"LASST250000000000004","Massachusetts",2024,"M06","2024 Jun",157721,30074,23.6,25,30074,23.6
"LASST250000000000004","Massachusetts",2024,"M07","2024 Jul",159982,31768,24.8,25,31768,24.8
"LASST250000000000004","Massachusetts",2024,"M08","2024 Aug",161058,28927,21.9,25,28927,21.9
"LASST250000000000004","Massachusetts",2024,"M09","2024 Sep",161158,26514,19.7,25,26514,19.7
"LASST250000000000004","Massachusetts",2024,"M10","2024 Oct",161146,22541,16.3,25,22541,16.3
"LASST250000000000004","Massachusetts",2024,"M11","2024 Nov",161013,20204,14.3,25,20204,14.3
"LASST250000000000004","Massachusetts",2024,"M12","2024 Dec",163499,19582,13.6,25,19582,13.6
"LASST250000000000004","Massachusetts",2025,"M01","2025 Jan",166500,21723,15,25,21723,15
"LASST250000000000004","Massachusetts",2025,"M02","2025 Feb",169411,22279,15.1,25,22279,15.1
"LASST250000000000004","Massachusetts",2025,"M03","2025 Mar",171528,22513,15.1,25,22513,15.1
"LASST250000000000004","Massachusetts",2025,"M04","2025 Apr",173012,21156,13.9,25,21156,13.9
"LASST250000000000004","Massachusetts",2025,"M05","2025 May",173969,18786,12.1,25,18786,12.1
"LASST250000000000004","Massachusetts",2025,"M06","2025 Jun",174702,16981,10.8,25,16981,10.8
"LASST250000000000004","Massachusetts",2025,"M07","2025 Jul",176064,16082,10.1,25,16082,10.1
"LASST250000000000004","Massachusetts",2025,"M08","2025 Aug",178270,17212,10.7,25,17212,10.7
"LASST250000000000004","Massachusetts",2025,"M09","2025 Sep",181092,19934,12.4,25,19934,12.4
"LASST250000000000004","Massachusetts",2025,"M10","2025 Oct",NA,NA,NA,25,NA,NA
"LASST250000000000004","Massachusetts",2025,"M11","2025 Nov",184213,23200,14.4,25,23200,14.4
"LASST250000000000004","Massachusetts",2025,"M12","2025 Dec",183984,20485,12.5,25,20485,12.5
"LASST260000000000004","Michigan",2023,"M01","2023 Jan",197682,-16783,-7.8,26,-16783,-7.8
"LASST260000000000004","Michigan",2023,"M02","2023 Feb",193853,-18122,-8.5,26,-18122,-8.5
"LASST260000000000004","Michigan",2023,"M03","2023 Mar",189791,-19771,-9.4,26,-19771,-9.4
"LASST260000000000004","Michigan",2023,"M04","2023 Apr",186780,-19208,-9.3,26,-19208,-9.3
"LASST260000000000004","Michigan",2023,"M05","2023 May",186589,-14756,-7.3,26,-14756,-7.3
"LASST260000000000004","Michigan",2023,"M06","2023 Jun",189534,-7532,-3.8,26,-7532,-3.8
"LASST260000000000004","Michigan",2023,"M07","2023 Jul",194704,182,0.1,26,182,0.1
"LASST260000000000004","Michigan",2023,"M08","2023 Aug",199783,5619,2.9,26,5619,2.9
"LASST260000000000004","Michigan",2023,"M09","2023 Sep",202498,7227,3.7,26,7227,3.7
"LASST260000000000004","Michigan",2023,"M10","2023 Oct",202289,4409,2.2,26,4409,2.2
"LASST260000000000004","Michigan",2023,"M11","2023 Nov",200606,512,0.3,26,512,0.3
"LASST260000000000004","Michigan",2023,"M12","2023 Dec",199029,-994,-0.5,26,-994,-0.5
"LASST260000000000004","Michigan",2024,"M01","2024 Jan",198706,1024,0.5,26,1024,0.5
"LASST260000000000004","Michigan",2024,"M02","2024 Feb",202002,8149,4.2,26,8149,4.2
"LASST260000000000004","Michigan",2024,"M03","2024 Mar",209725,19934,10.5,26,19934,10.5
"LASST260000000000004","Michigan",2024,"M04","2024 Apr",219939,33159,17.8,26,33159,17.8
"LASST260000000000004","Michigan",2024,"M05","2024 May",230131,43542,23.3,26,43542,23.3
"LASST260000000000004","Michigan",2024,"M06","2024 Jun",238776,49242,26,26,49242,26
"LASST260000000000004","Michigan",2024,"M07","2024 Jul",245809,51105,26.2,26,51105,26.2
"LASST260000000000004","Michigan",2024,"M08","2024 Aug",251557,51774,25.9,26,51774,25.9
"LASST260000000000004","Michigan",2024,"M09","2024 Sep",256468,53970,26.7,26,53970,26.7
"LASST260000000000004","Michigan",2024,"M10","2024 Oct",260774,58485,28.9,26,58485,28.9
"LASST260000000000004","Michigan",2024,"M11","2024 Nov",264657,64051,31.9,26,64051,31.9
"LASST260000000000004","Michigan",2024,"M12","2024 Dec",268133,69104,34.7,26,69104,34.7
"LASST260000000000004","Michigan",2025,"M01","2025 Jan",270378,71672,36.1,26,71672,36.1
"LASST260000000000004","Michigan",2025,"M02","2025 Feb",270137,68135,33.7,26,68135,33.7
"LASST260000000000004","Michigan",2025,"M03","2025 Mar",267234,57509,27.4,26,57509,27.4
"LASST260000000000004","Michigan",2025,"M04","2025 Apr",263078,43139,19.6,26,43139,19.6
"LASST260000000000004","Michigan",2025,"M05","2025 May",257991,27860,12.1,26,27860,12.1
"LASST260000000000004","Michigan",2025,"M06","2025 Jun",252538,13762,5.8,26,13762,5.8
"LASST260000000000004","Michigan",2025,"M07","2025 Jul",248104,2295,0.9,26,2295,0.9
"LASST260000000000004","Michigan",2025,"M08","2025 Aug",245751,-5806,-2.3,26,-5806,-2.3
"LASST260000000000004","Michigan",2025,"M09","2025 Sep",245651,-10817,-4.2,26,-10817,-4.2
"LASST260000000000004","Michigan",2025,"M10","2025 Oct",NA,NA,NA,26,NA,NA
"LASST260000000000004","Michigan",2025,"M11","2025 Nov",248325,-16332,-6.2,26,-16332,-6.2
"LASST260000000000004","Michigan",2025,"M12","2025 Dec",248858,-19275,-7.2,26,-19275,-7.2
"LASST270000000000004","Minnesota",2023,"M01","2023 Jan",84842,5549,7,27,5549,7
"LASST270000000000004","Minnesota",2023,"M02","2023 Feb",85985,11325,15.2,27,11325,15.2
"LASST270000000000004","Minnesota",2023,"M03","2023 Mar",86656,15647,22,27,15647,22
"LASST270000000000004","Minnesota",2023,"M04","2023 Apr",86932,18373,26.8,27,18373,26.8
"LASST270000000000004","Minnesota",2023,"M05","2023 May",87298,19797,29.3,27,19797,29.3
"LASST270000000000004","Minnesota",2023,"M06","2023 Jun",87666,19873,29.3,27,19873,29.3
"LASST270000000000004","Minnesota",2023,"M07","2023 Jul",87685,18057,25.9,27,18057,25.9
"LASST270000000000004","Minnesota",2023,"M08","2023 Aug",87293,14753,20.3,27,14753,20.3
"LASST270000000000004","Minnesota",2023,"M09","2023 Sep",86807,11102,14.7,27,11102,14.7
"LASST270000000000004","Minnesota",2023,"M10","2023 Oct",86553,7735,9.8,27,7735,9.8
"LASST270000000000004","Minnesota",2023,"M11","2023 Nov",86755,5419,6.7,27,5419,6.7
"LASST270000000000004","Minnesota",2023,"M12","2023 Dec",87248,3945,4.7,27,3945,4.7
"LASST270000000000004","Minnesota",2024,"M01","2024 Jan",88068,3226,3.8,27,3226,3.8
"LASST270000000000004","Minnesota",2024,"M02","2024 Feb",89658,3673,4.3,27,3673,4.3
"LASST270000000000004","Minnesota",2024,"M03","2024 Mar",92200,5544,6.4,27,5544,6.4
"LASST270000000000004","Minnesota",2024,"M04","2024 Apr",95172,8240,9.5,27,8240,9.5
"LASST270000000000004","Minnesota",2024,"M05","2024 May",97849,10551,12.1,27,10551,12.1
"LASST270000000000004","Minnesota",2024,"M06","2024 Jun",100004,12338,14.1,27,12338,14.1
"LASST270000000000004","Minnesota",2024,"M07","2024 Jul",101614,13929,15.9,27,13929,15.9
"LASST270000000000004","Minnesota",2024,"M08","2024 Aug",102408,15115,17.3,27,15115,17.3
"LASST270000000000004","Minnesota",2024,"M09","2024 Sep",102465,15658,18,27,15658,18
"LASST270000000000004","Minnesota",2024,"M10","2024 Oct",102301,15748,18.2,27,15748,18.2
"LASST270000000000004","Minnesota",2024,"M11","2024 Nov",102745,15990,18.4,27,15990,18.4
"LASST270000000000004","Minnesota",2024,"M12","2024 Dec",104334,17086,19.6,27,17086,19.6
"LASST270000000000004","Minnesota",2025,"M01","2025 Jan",106931,18863,21.4,27,18863,21.4
"LASST270000000000004","Minnesota",2025,"M02","2025 Feb",109922,20264,22.6,27,20264,22.6
"LASST270000000000004","Minnesota",2025,"M03","2025 Mar",112764,20564,22.3,27,20564,22.3
"LASST270000000000004","Minnesota",2025,"M04","2025 Apr",115395,20223,21.2,27,20223,21.2
"LASST270000000000004","Minnesota",2025,"M05","2025 May",117487,19638,20.1,27,19638,20.1
"LASST270000000000004","Minnesota",2025,"M06","2025 Jun",119206,19202,19.2,27,19202,19.2
"LASST270000000000004","Minnesota",2025,"M07","2025 Jul",121790,20176,19.9,27,20176,19.9
"LASST270000000000004","Minnesota",2025,"M08","2025 Aug",125482,23074,22.5,27,23074,22.5
"LASST270000000000004","Minnesota",2025,"M09","2025 Sep",129700,27235,26.6,27,27235,26.6
"LASST270000000000004","Minnesota",2025,"M10","2025 Oct",NA,NA,NA,27,NA,NA
"LASST270000000000004","Minnesota",2025,"M11","2025 Nov",134361,31616,30.8,27,31616,30.8
"LASST270000000000004","Minnesota",2025,"M12","2025 Dec",134096,29762,28.5,27,29762,28.5
"LASST280000000000004","Mississippi",2023,"M01","2023 Jan",42620,-8138,-16,28,-8138,-16
"LASST280000000000004","Mississippi",2023,"M02","2023 Feb",41145,-8489,-17.1,28,-8489,-17.1
"LASST280000000000004","Mississippi",2023,"M03","2023 Mar",40017,-8656,-17.8,28,-8656,-17.8
"LASST280000000000004","Mississippi",2023,"M04","2023 Apr",39377,-8386,-17.6,28,-8386,-17.6
"LASST280000000000004","Mississippi",2023,"M05","2023 May",39174,-7846,-16.7,28,-7846,-16.7
"LASST280000000000004","Mississippi",2023,"M06","2023 Jun",39135,-7501,-16.1,28,-7501,-16.1
"LASST280000000000004","Mississippi",2023,"M07","2023 Jul",38975,-7816,-16.7,28,-7816,-16.7
"LASST280000000000004","Mississippi",2023,"M08","2023 Aug",38681,-8450,-17.9,28,-8450,-17.9
"LASST280000000000004","Mississippi",2023,"M09","2023 Sep",38280,-8795,-18.7,28,-8795,-18.7
"LASST280000000000004","Mississippi",2023,"M10","2023 Oct",37751,-8780,-18.9,28,-8780,-18.9
"LASST280000000000004","Mississippi",2023,"M11","2023 Nov",36988,-8576,-18.8,28,-8576,-18.8
"LASST280000000000004","Mississippi",2023,"M12","2023 Dec",36070,-8095,-18.3,28,-8095,-18.3
"LASST280000000000004","Mississippi",2024,"M01","2024 Jan",35312,-7308,-17.1,28,-7308,-17.1
"LASST280000000000004","Mississippi",2024,"M02","2024 Feb",34999,-6146,-14.9,28,-6146,-14.9
"LASST280000000000004","Mississippi",2024,"M03","2024 Mar",35210,-4807,-12,28,-4807,-12
"LASST280000000000004","Mississippi",2024,"M04","2024 Apr",35866,-3511,-8.9,28,-3511,-8.9
"LASST280000000000004","Mississippi",2024,"M05","2024 May",36980,-2194,-5.6,28,-2194,-5.6
"LASST280000000000004","Mississippi",2024,"M06","2024 Jun",38511,-624,-1.6,28,-624,-1.6
"LASST280000000000004","Mississippi",2024,"M07","2024 Jul",40421,1446,3.7,28,1446,3.7
"LASST280000000000004","Mississippi",2024,"M08","2024 Aug",42417,3736,9.7,28,3736,9.7
"LASST280000000000004","Mississippi",2024,"M09","2024 Sep",44307,6027,15.7,28,6027,15.7
"LASST280000000000004","Mississippi",2024,"M10","2024 Oct",46085,8334,22.1,28,8334,22.1
"LASST280000000000004","Mississippi",2024,"M11","2024 Nov",47793,10805,29.2,28,10805,29.2
"LASST280000000000004","Mississippi",2024,"M12","2024 Dec",49362,13292,36.9,28,13292,36.9
"LASST280000000000004","Mississippi",2025,"M01","2025 Jan",50468,15156,42.9,28,15156,42.9
"LASST280000000000004","Mississippi",2025,"M02","2025 Feb",50998,15999,45.7,28,15999,45.7
"LASST280000000000004","Mississippi",2025,"M03","2025 Mar",51010,15800,44.9,28,15800,44.9
"LASST280000000000004","Mississippi",2025,"M04","2025 Apr",50677,14811,41.3,28,14811,41.3
"LASST280000000000004","Mississippi",2025,"M05","2025 May",50061,13081,35.4,28,13081,35.4
"LASST280000000000004","Mississippi",2025,"M06","2025 Jun",49338,10827,28.1,28,10827,28.1
"LASST280000000000004","Mississippi",2025,"M07","2025 Jul",48611,8190,20.3,28,8190,20.3
"LASST280000000000004","Mississippi",2025,"M08","2025 Aug",48032,5615,13.2,28,5615,13.2
"LASST280000000000004","Mississippi",2025,"M09","2025 Sep",47674,3367,7.6,28,3367,7.6
"LASST280000000000004","Mississippi",2025,"M10","2025 Oct",NA,NA,NA,28,NA,NA
"LASST280000000000004","Mississippi",2025,"M11","2025 Nov",47332,-461,-1,28,-461,-1
"LASST280000000000004","Mississippi",2025,"M12","2025 Dec",47343,-2019,-4.1,28,-2019,-4.1
"LASST290000000000004","Missouri",2023,"M01","2023 Jan",86260,-4613,-5.1,29,-4613,-5.1
"LASST290000000000004","Missouri",2023,"M02","2023 Feb",87187,2749,3.3,29,2749,3.3
"LASST290000000000004","Missouri",2023,"M03","2023 Mar",88690,10001,12.7,29,10001,12.7
"LASST290000000000004","Missouri",2023,"M04","2023 Apr",90709,16388,22.1,29,16388,22.1
"LASST290000000000004","Missouri",2023,"M05","2023 May",93336,21468,29.9,29,21468,29.9
"LASST290000000000004","Missouri",2023,"M06","2023 Jun",96129,24389,34,29,24389,34
"LASST290000000000004","Missouri",2023,"M07","2023 Jul",98754,24716,33.4,29,24716,33.4
"LASST290000000000004","Missouri",2023,"M08","2023 Aug",101041,23226,29.8,29,23226,29.8
"LASST290000000000004","Missouri",2023,"M09","2023 Sep",102994,21434,26.3,29,21434,26.3
"LASST290000000000004","Missouri",2023,"M10","2023 Oct",104684,20315,24.1,29,20315,24.1
"LASST290000000000004","Missouri",2023,"M11","2023 Nov",106135,20428,23.8,29,20428,23.8
"LASST290000000000004","Missouri",2023,"M12","2023 Dec",107319,21331,24.8,29,21331,24.8
"LASST290000000000004","Missouri",2024,"M01","2024 Jan",108347,22087,25.6,29,22087,25.6
"LASST290000000000004","Missouri",2024,"M02","2024 Feb",109844,22657,26,29,22657,26
"LASST290000000000004","Missouri",2024,"M03","2024 Mar",112237,23547,26.5,29,23547,26.5
"LASST290000000000004","Missouri",2024,"M04","2024 Apr",115027,24318,26.8,29,24318,26.8
"LASST290000000000004","Missouri",2024,"M05","2024 May",117297,23961,25.7,29,23961,25.7
"LASST290000000000004","Missouri",2024,"M06","2024 Jun",118532,22403,23.3,29,22403,23.3
"LASST290000000000004","Missouri",2024,"M07","2024 Jul",118843,20089,20.3,29,20089,20.3
"LASST290000000000004","Missouri",2024,"M08","2024 Aug",118496,17455,17.3,29,17455,17.3
"LASST290000000000004","Missouri",2024,"M09","2024 Sep",118028,15034,14.6,29,15034,14.6
"LASST290000000000004","Missouri",2024,"M10","2024 Oct",118045,13361,12.8,29,13361,12.8
"LASST290000000000004","Missouri",2024,"M11","2024 Nov",119129,12994,12.2,29,12994,12.2
"LASST290000000000004","Missouri",2024,"M12","2024 Dec",121236,13917,13,29,13917,13
"LASST290000000000004","Missouri",2025,"M01","2025 Jan",123711,15364,14.2,29,15364,14.2
"LASST290000000000004","Missouri",2025,"M02","2025 Feb",125731,15887,14.5,29,15887,14.5
"LASST290000000000004","Missouri",2025,"M03","2025 Mar",126785,14548,13,29,14548,13
"LASST290000000000004","Missouri",2025,"M04","2025 Apr",127198,12171,10.6,29,12171,10.6
"LASST290000000000004","Missouri",2025,"M05","2025 May",127276,9979,8.5,29,9979,8.5
"LASST290000000000004","Missouri",2025,"M06","2025 Jun",127133,8601,7.3,29,8601,7.3
"LASST290000000000004","Missouri",2025,"M07","2025 Jul",126599,7756,6.5,29,7756,6.5
"LASST290000000000004","Missouri",2025,"M08","2025 Aug",125765,7269,6.1,29,7269,6.1
"LASST290000000000004","Missouri",2025,"M09","2025 Sep",124706,6678,5.7,29,6678,5.7
"LASST290000000000004","Missouri",2025,"M10","2025 Oct",NA,NA,NA,29,NA,NA
"LASST290000000000004","Missouri",2025,"M11","2025 Nov",123169,4040,3.4,29,4040,3.4
"LASST290000000000004","Missouri",2025,"M12","2025 Dec",123144,1908,1.6,29,1908,1.6
"LASST300000000000004","Montana",2023,"M01","2023 Jan",14073,-856,-5.7,30,-856,-5.7
"LASST300000000000004","Montana",2023,"M02","2023 Feb",14142,-753,-5.1,30,-753,-5.1
"LASST300000000000004","Montana",2023,"M03","2023 Mar",14279,-688,-4.6,30,-688,-4.6
"LASST300000000000004","Montana",2023,"M04","2023 Apr",14434,-673,-4.5,30,-673,-4.5
"LASST300000000000004","Montana",2023,"M05","2023 May",14636,-632,-4.1,30,-632,-4.1
"LASST300000000000004","Montana",2023,"M06","2023 Jun",14915,-445,-2.9,30,-445,-2.9
"LASST300000000000004","Montana",2023,"M07","2023 Jul",15339,-7,0,30,-7,0
"LASST300000000000004","Montana",2023,"M08","2023 Aug",15901,690,4.5,30,690,4.5
"LASST300000000000004","Montana",2023,"M09","2023 Sep",16538,1609,10.8,30,1609,10.8
"LASST300000000000004","Montana",2023,"M10","2023 Oct",17146,2528,17.3,30,2528,17.3
"LASST300000000000004","Montana",2023,"M11","2023 Nov",17603,3267,22.8,30,3267,22.8
"LASST300000000000004","Montana",2023,"M12","2023 Dec",17806,3673,26,30,3673,26
"LASST300000000000004","Montana",2024,"M01","2024 Jan",17756,3683,26.2,30,3683,26.2
"LASST300000000000004","Montana",2024,"M02","2024 Feb",17606,3464,24.5,30,3464,24.5
"LASST300000000000004","Montana",2024,"M03","2024 Mar",17508,3229,22.6,30,3229,22.6
"LASST300000000000004","Montana",2024,"M04","2024 Apr",17528,3094,21.4,30,3094,21.4
"LASST300000000000004","Montana",2024,"M05","2024 May",17612,2976,20.3,30,2976,20.3
"LASST300000000000004","Montana",2024,"M06","2024 Jun",17674,2759,18.5,30,2759,18.5
"LASST300000000000004","Montana",2024,"M07","2024 Jul",17647,2308,15,30,2308,15
"LASST300000000000004","Montana",2024,"M08","2024 Aug",17474,1573,9.9,30,1573,9.9
"LASST300000000000004","Montana",2024,"M09","2024 Sep",17189,651,3.9,30,651,3.9
"LASST300000000000004","Montana",2024,"M10","2024 Oct",16877,-269,-1.6,30,-269,-1.6
"LASST300000000000004","Montana",2024,"M11","2024 Nov",16679,-924,-5.2,30,-924,-5.2
"LASST300000000000004","Montana",2024,"M12","2024 Dec",16708,-1098,-6.2,30,-1098,-6.2
"LASST300000000000004","Montana",2025,"M01","2025 Jan",16945,-811,-4.6,30,-811,-4.6
"LASST300000000000004","Montana",2025,"M02","2025 Feb",17292,-314,-1.8,30,-314,-1.8
"LASST300000000000004","Montana",2025,"M03","2025 Mar",17644,136,0.8,30,136,0.8
"LASST300000000000004","Montana",2025,"M04","2025 Apr",17981,453,2.6,30,453,2.6
"LASST300000000000004","Montana",2025,"M05","2025 May",18300,688,3.9,30,688,3.9
"LASST300000000000004","Montana",2025,"M06","2025 Jun",18638,964,5.5,30,964,5.5
"LASST300000000000004","Montana",2025,"M07","2025 Jul",19085,1438,8.1,30,1438,8.1
"LASST300000000000004","Montana",2025,"M08","2025 Aug",19623,2149,12.3,30,2149,12.3
"LASST300000000000004","Montana",2025,"M09","2025 Sep",20168,2979,17.3,30,2979,17.3
"LASST300000000000004","Montana",2025,"M10","2025 Oct",NA,NA,NA,30,NA,NA
"LASST300000000000004","Montana",2025,"M11","2025 Nov",20638,3959,23.7,30,3959,23.7
"LASST300000000000004","Montana",2025,"M12","2025 Dec",20574,3866,23.1,30,3866,23.1
"LASST310000000000004","Nebraska",2023,"M01","2023 Jan",23218,1182,5.4,31,1182,5.4
"LASST310000000000004","Nebraska",2023,"M02","2023 Feb",22850,1324,6.2,31,1324,6.2
"LASST310000000000004","Nebraska",2023,"M03","2023 Mar",22728,1352,6.3,31,1352,6.3
"LASST310000000000004","Nebraska",2023,"M04","2023 Apr",22836,1268,5.9,31,1268,5.9
"LASST310000000000004","Nebraska",2023,"M05","2023 May",23241,1195,5.4,31,1195,5.4
"LASST310000000000004","Nebraska",2023,"M06","2023 Jun",23858,1158,5.1,31,1158,5.1
"LASST310000000000004","Nebraska",2023,"M07","2023 Jul",24529,1007,4.3,31,1007,4.3
"LASST310000000000004","Nebraska",2023,"M08","2023 Aug",25180,873,3.6,31,873,3.6
"LASST310000000000004","Nebraska",2023,"M09","2023 Sep",25822,1061,4.3,31,1061,4.3
"LASST310000000000004","Nebraska",2023,"M10","2023 Oct",26414,1603,6.5,31,1603,6.5
"LASST310000000000004","Nebraska",2023,"M11","2023 Nov",26887,2460,10.1,31,2460,10.1
"LASST310000000000004","Nebraska",2023,"M12","2023 Dec",27160,3358,14.1,31,3358,14.1
"LASST310000000000004","Nebraska",2024,"M01","2024 Jan",27263,4045,17.4,31,4045,17.4
"LASST310000000000004","Nebraska",2024,"M02","2024 Feb",27378,4528,19.8,31,4528,19.8
"LASST310000000000004","Nebraska",2024,"M03","2024 Mar",27689,4961,21.8,31,4961,21.8
"LASST310000000000004","Nebraska",2024,"M04","2024 Apr",28190,5354,23.4,31,5354,23.4
"LASST310000000000004","Nebraska",2024,"M05","2024 May",28741,5500,23.7,31,5500,23.7
"LASST310000000000004","Nebraska",2024,"M06","2024 Jun",29275,5417,22.7,31,5417,22.7
"LASST310000000000004","Nebraska",2024,"M07","2024 Jul",29752,5223,21.3,31,5223,21.3
"LASST310000000000004","Nebraska",2024,"M08","2024 Aug",30097,4917,19.5,31,4917,19.5
"LASST310000000000004","Nebraska",2024,"M09","2024 Sep",30340,4518,17.5,31,4518,17.5
"LASST310000000000004","Nebraska",2024,"M10","2024 Oct",30508,4094,15.5,31,4094,15.5
"LASST310000000000004","Nebraska",2024,"M11","2024 Nov",30712,3825,14.2,31,3825,14.2
"LASST310000000000004","Nebraska",2024,"M12","2024 Dec",31045,3885,14.3,31,3885,14.3
"LASST310000000000004","Nebraska",2025,"M01","2025 Jan",31440,4177,15.3,31,4177,15.3
"LASST310000000000004","Nebraska",2025,"M02","2025 Feb",31783,4405,16.1,31,4405,16.1
"LASST310000000000004","Nebraska",2025,"M03","2025 Mar",31979,4290,15.5,31,4290,15.5
"LASST310000000000004","Nebraska",2025,"M04","2025 Apr",32062,3872,13.7,31,3872,13.7
"LASST310000000000004","Nebraska",2025,"M05","2025 May",31999,3258,11.3,31,3258,11.3
"LASST310000000000004","Nebraska",2025,"M06","2025 Jun",31836,2561,8.7,31,2561,8.7
"LASST310000000000004","Nebraska",2025,"M07","2025 Jul",31828,2076,7,31,2076,7
"LASST310000000000004","Nebraska",2025,"M08","2025 Aug",32064,1967,6.5,31,1967,6.5
"LASST310000000000004","Nebraska",2025,"M09","2025 Sep",32478,2138,7,31,2138,7
"LASST310000000000004","Nebraska",2025,"M10","2025 Oct",NA,NA,NA,31,NA,NA
"LASST310000000000004","Nebraska",2025,"M11","2025 Nov",33174,2462,8,31,2462,8
"LASST310000000000004","Nebraska",2025,"M12","2025 Dec",33185,2140,6.9,31,2140,6.9
"LASST320000000000004","Nevada",2023,"M01","2023 Jan",83066,4148,5.3,32,4148,5.3
"LASST320000000000004","Nevada",2023,"M02","2023 Feb",82372,3380,4.3,32,3380,4.3
"LASST320000000000004","Nevada",2023,"M03","2023 Mar",81561,2275,2.9,32,2275,2.9
"LASST320000000000004","Nevada",2023,"M04","2023 Apr",80840,1125,1.4,32,1125,1.4
"LASST320000000000004","Nevada",2023,"M05","2023 May",80581,416,0.5,32,416,0.5
"LASST320000000000004","Nevada",2023,"M06","2023 Jun",80779,110,0.1,32,110,0.1
"LASST320000000000004","Nevada",2023,"M07","2023 Jul",81435,70,0.1,32,70,0.1
"LASST320000000000004","Nevada",2023,"M08","2023 Aug",82370,148,0.2,32,148,0.2
"LASST320000000000004","Nevada",2023,"M09","2023 Sep",83262,385,0.5,32,385,0.5
"LASST320000000000004","Nevada",2023,"M10","2023 Oct",83983,535,0.6,32,535,0.6
"LASST320000000000004","Nevada",2023,"M11","2023 Nov",84546,859,1,32,859,1
"LASST320000000000004","Nevada",2023,"M12","2023 Dec",84895,1374,1.6,32,1374,1.6
"LASST320000000000004","Nevada",2024,"M01","2024 Jan",85049,1983,2.4,32,1983,2.4
"LASST320000000000004","Nevada",2024,"M02","2024 Feb",85451,3079,3.7,32,3079,3.7
"LASST320000000000004","Nevada",2024,"M03","2024 Mar",86343,4782,5.9,32,4782,5.9
"LASST320000000000004","Nevada",2024,"M04","2024 Apr",87486,6646,8.2,32,6646,8.2
"LASST320000000000004","Nevada",2024,"M05","2024 May",88516,7935,9.8,32,7935,9.8
"LASST320000000000004","Nevada",2024,"M06","2024 Jun",89263,8484,10.5,32,8484,10.5
"LASST320000000000004","Nevada",2024,"M07","2024 Jul",89760,8325,10.2,32,8325,10.2
"LASST320000000000004","Nevada",2024,"M08","2024 Aug",90039,7669,9.3,32,7669,9.3
"LASST320000000000004","Nevada",2024,"M09","2024 Sep",90156,6894,8.3,32,6894,8.3
"LASST320000000000004","Nevada",2024,"M10","2024 Oct",90022,6039,7.2,32,6039,7.2
"LASST320000000000004","Nevada",2024,"M11","2024 Nov",89738,5192,6.1,32,5192,6.1
"LASST320000000000004","Nevada",2024,"M12","2024 Dec",89491,4596,5.4,32,4596,5.4
"LASST320000000000004","Nevada",2025,"M01","2025 Jan",89255,4206,4.9,32,4206,4.9
"LASST320000000000004","Nevada",2025,"M02","2025 Feb",88861,3410,4,32,3410,4
"LASST320000000000004","Nevada",2025,"M03","2025 Mar",88179,1836,2.1,32,1836,2.1
"LASST320000000000004","Nevada",2025,"M04","2025 Apr",87514,28,0,32,28,0
"LASST320000000000004","Nevada",2025,"M05","2025 May",87070,-1446,-1.6,32,-1446,-1.6
"LASST320000000000004","Nevada",2025,"M06","2025 Jun",86902,-2361,-2.6,32,-2361,-2.6
"LASST320000000000004","Nevada",2025,"M07","2025 Jul",87037,-2723,-3,32,-2723,-3
"LASST320000000000004","Nevada",2025,"M08","2025 Aug",87399,-2640,-2.9,32,-2640,-2.9
"LASST320000000000004","Nevada",2025,"M09","2025 Sep",87888,-2268,-2.5,32,-2268,-2.5
"LASST320000000000004","Nevada",2025,"M10","2025 Oct",NA,NA,NA,32,NA,NA
"LASST320000000000004","Nevada",2025,"M11","2025 Nov",88351,-1387,-1.5,32,-1387,-1.5
"LASST320000000000004","Nevada",2025,"M12","2025 Dec",88281,-1210,-1.4,32,-1210,-1.4
"LASST350000000000004","New Mexico",2023,"M01","2023 Jan",34452,-17169,-33.3,35,-17169,-33.3
"LASST350000000000004","New Mexico",2023,"M02","2023 Feb",34574,-13542,-28.1,35,-13542,-28.1
"LASST350000000000004","New Mexico",2023,"M03","2023 Mar",34657,-9679,-21.8,35,-9679,-21.8
"LASST350000000000004","New Mexico",2023,"M04","2023 Apr",34647,-7245,-17.3,35,-7245,-17.3
"LASST350000000000004","New Mexico",2023,"M05","2023 May",34663,-5139,-12.9,35,-5139,-12.9
"LASST350000000000004","New Mexico",2023,"M06","2023 Jun",34815,-2387,-6.4,35,-2387,-6.4
"LASST350000000000004","New Mexico",2023,"M07","2023 Jul",35175,821,2.4,35,821,2.4
"LASST350000000000004","New Mexico",2023,"M08","2023 Aug",35657,4114,13,35,4114,13
"LASST350000000000004","New Mexico",2023,"M09","2023 Sep",36087,3559,10.9,35,3559,10.9
"LASST350000000000004","New Mexico",2023,"M10","2023 Oct",36404,3054,9.2,35,3054,9.2
"LASST350000000000004","New Mexico",2023,"M11","2023 Nov",36648,2725,8,35,2725,8
"LASST350000000000004","New Mexico",2023,"M12","2023 Dec",36840,2587,7.6,35,2587,7.6
"LASST350000000000004","New Mexico",2024,"M01","2024 Jan",37036,2584,7.5,35,2584,7.5
"LASST350000000000004","New Mexico",2024,"M02","2024 Feb",37452,2878,8.3,35,2878,8.3
"LASST350000000000004","New Mexico",2024,"M03","2024 Mar",38214,3557,10.3,35,3557,10.3
"LASST350000000000004","New Mexico",2024,"M04","2024 Apr",39177,4530,13.1,35,4530,13.1
