"series_id","state","year","period","label","value","month_net_change","month_percent_change","state_fips","x12_month_net_change","x12_month_percent_change"
"LAUST010000000000004","Alabama",2025,"M01","2025 Jan",78696,4930,6.7,1,4930,6.7
"LAUST010000000000004","Alabama",2025,"M02","2025 Feb",77081,1625,2.2,1,1625,2.2
"LAUST010000000000004","Alabama",2025,"M03","2025 Mar",71441,4560,6.8,1,4560,6.8
"LAUST010000000000004","Alabama",2025,"M04","2025 Apr",58012,2115,3.8,1,2115,3.8
"LAUST010000000000004","Alabama",2025,"M05","2025 May",59355,3127,5.6,1,3127,5.6
"LAUST010000000000004","Alabama",2025,"M06","2025 Jun",72181,-2503,-3.4,1,-2503,-3.4
"LAUST010000000000004","Alabama",2025,"M07","2025 Jul",72441,-6800,-8.6,1,-6800,-8.6
"LAUST010000000000004","Alabama",2025,"M08","2025 Aug",70993,-8545,-10.7,1,-8545,-10.7
"LAUST010000000000004","Alabama",2025,"M09","2025 Sep",71133,-822,-1.1,1,-822,-1.1
"LAUST010000000000004","Alabama",2025,"M10","2025 Oct",NA,NA,NA,1,NA,NA
"LAUST010000000000004","Alabama",2025,"M11","2025 Nov",60497,-10954,-15.3,1,-10954,-15.3
"LAUST010000000000004","Alabama",2025,"M12","2025 Dec",54746,-12034,-18,1,-12034,-18
"LAUST020000000000004","Alaska",2023,"M01","2023 Jan",17325,-4710,-21.4,2,-4710,-21.4
"LAUST020000000000004","Alaska",2023,"M02","2023 Feb",17893,-2913,-14,2,-2913,-14
"LAUST020000000000004","Alaska",2023,"M03","2023 Mar",16406,-2024,-11,2,-2024,-11
"LAUST020000000000004","Alaska",2023,"M04","2023 Apr",14794,-1824,-11,2,-1824,-11
"LAUST020000000000004","Alaska",2023,"M05","2023 May",14533,-569,-3.8,2,-569,-3.8
"LAUST020000000000004","Alaska",2023,"M06","2023 Jun",15875,28,0.2,2,28,0.2
"LAUST020000000000004","Alaska",2023,"M07","2023 Jul",13154,278,2.2,2,278,2.2
"LAUST020000000000004","Alaska",2023,"M08","2023 Aug",12506,1717,15.9,2,1717,15.9
"LAUST020000000000004","Alaska",2023,"M09","2023 Sep",13521,2210,19.5,2,2210,19.5
"LAUST020000000000004","Alaska",2023,"M10","2023 Oct",14405,1603,12.5,2,1603,12.5
"LAUST020000000000004","Alaska",2023,"M11","2023 Nov",15930,1105,7.5,2,1105,7.5
"LAUST020000000000004","Alaska",2023,"M12","2023 Dec",16601,1895,12.9,2,1895,12.9
"LAUST020000000000004","Alaska",2024,"M01","2024 Jan",18507,1182,6.8,2,1182,6.8
"LAUST020000000000004","Alaska",2024,"M02","2024 Feb",19553,1660,9.3,2,1660,9.3
"LAUST020000000000004","Alaska",2024,"M03","2024 Mar",17718,1312,8,2,1312,8
"LAUST020000000000004","Alaska",2024,"M04","2024 Apr",16302,1508,10.2,2,1508,10.2
"LAUST020000000000004","Alaska",2024,"M05","2024 May",15364,831,5.7,2,831,5.7
"LAUST020000000000004","Alaska",2024,"M06","2024 Jun",17283,1408,8.9,2,1408,8.9
"LAUST020000000000004","Alaska",2024,"M07","2024 Jul",15267,2113,16.1,2,2113,16.1
"LAUST020000000000004","Alaska",2024,"M08","2024 Aug",13723,1217,9.7,2,1217,9.7
"LAUST020000000000004","Alaska",2024,"M09","2024 Sep",13675,154,1.1,2,154,1.1
"LAUST020000000000004","Alaska",2024,"M10","2024 Oct",15020,615,4.3,2,615,4.3
"LAUST020000000000004","Alaska",2024,"M11","2024 Nov",17196,1266,7.9,2,1266,7.9
"LAUST020000000000004","Alaska",2024,"M12","2024 Dec",16736,135,0.8,2,135,0.8
"LAUST020000000000004","Alaska",2025,"M01","2025 Jan",19190,683,3.7,2,683,3.7
"LAUST020000000000004","Alaska",2025,"M02","2025 Feb",19482,-71,-0.4,2,-71,-0.4
"LAUST020000000000004","Alaska",2025,"M03","2025 Mar",18273,555,3.1,2,555,3.1
"LAUST020000000000004","Alaska",2025,"M04","2025 Apr",17118,816,5,2,816,5
"LAUST020000000000004","Alaska",2025,"M05","2025 May",16212,848,5.5,2,848,5.5
"LAUST020000000000004","Alaska",2025,"M06","2025 Jun",17501,218,1.3,2,218,1.3
"LAUST020000000000004","Alaska",2025,"M07","2025 Jul",15224,-43,-0.3,2,-43,-0.3
"LAUST020000000000004","Alaska",2025,"M08","2025 Aug",13723,0,0,2,0,0
"LAUST020000000000004","Alaska",2025,"M09","2025 Sep",15014,1339,9.8,2,1339,9.8
"LAUST020000000000004","Alaska",2025,"M10","2025 Oct",NA,NA,NA,2,NA,NA
"LAUST020000000000004","Alaska",2025,"M11","2025 Nov",19009,1813,10.5,2,1813,10.5
"LAUST020000000000004","Alaska",2025,"M12","2025 Dec",18518,1782,10.6,2,1782,10.6
"LAUST040000000000004","Arizona",2023,"M01","2023 Jan",128112,-6179,-4.6,4,-6179,-4.6
"LAUST040000000000004","Arizona",2023,"M02","2023 Feb",127552,84,0.1,4,84,0.1
"LAUST040000000000004","Arizona",2023,"M03","2023 Mar",124713,7790,6.7,4,7790,6.7
"LAUST040000000000004","Arizona",2023,"M04","2023 Apr",118781,-3200,-2.6,4,-3200,-2.6
"LAUST040000000000004","Arizona",2023,"M05","2023 May",135716,4526,3.4,4,4526,3.4
"LAUST040000000000004","Arizona",2023,"M06","2023 Jun",150488,-2598,-1.7,4,-2598,-1.7
"LAUST040000000000004","Arizona",2023,"M07","2023 Jul",154257,2165,1.4,4,2165,1.4
"LAUST040000000000004","Arizona",2023,"M08","2023 Aug",156122,-322,-0.2,4,-322,-0.2
"LAUST040000000000004","Arizona",2023,"M09","2023 Sep",147408,4961,3.5,4,4961,3.5
"LAUST040000000000004","Arizona",2023,"M10","2023 Oct",143229,3603,2.6,4,3603,2.6
"LAUST040000000000004","Arizona",2023,"M11","2023 Nov",127744,-536,-0.4,4,-536,-0.4
"LAUST040000000000004","Arizona",2023,"M12","2023 Dec",120548,2989,2.5,4,2989,2.5
"LAUST040000000000004","Arizona",2024,"M01","2024 Jan",126107,-2005,-1.6,4,-2005,-1.6
"LAUST040000000000004","Arizona",2024,"M02","2024 Feb",123784,-3768,-3,4,-3768,-3
"LAUST040000000000004","Arizona",2024,"M03","2024 Mar",114272,-10441,-8.4,4,-10441,-8.4
"LAUST040000000000004","Arizona",2024,"M04","2024 Apr",108271,-10510,-8.8,4,-10510,-8.8
"LAUST040000000000004","Arizona",2024,"M05","2024 May",126899,-8817,-6.5,4,-8817,-6.5
"LAUST040000000000004","Arizona",2024,"M06","2024 Jun",151442,954,0.6,4,954,0.6
"LAUST040000000000004","Arizona",2024,"M07","2024 Jul",166531,12274,8,4,12274,8
"LAUST040000000000004","Arizona",2024,"M08","2024 Aug",160421,4299,2.8,4,4299,2.8
"LAUST040000000000004","Arizona",2024,"M09","2024 Sep",149795,2387,1.6,4,2387,1.6
"LAUST040000000000004","Arizona",2024,"M10","2024 Oct",150144,6915,4.8,4,6915,4.8
"LAUST040000000000004","Arizona",2024,"M11","2024 Nov",147883,20139,15.8,4,20139,15.8
"LAUST040000000000004","Arizona",2024,"M12","2024 Dec",138953,18405,15.3,4,18405,15.3
"LAUST040000000000004","Arizona",2025,"M01","2025 Jan",153063,26956,21.4,4,26956,21.4
"LAUST040000000000004","Arizona",2025,"M02","2025 Feb",152232,28448,23,4,28448,23
"LAUST040000000000004","Arizona",2025,"M03","2025 Mar",148284,34012,29.8,4,34012,29.8
"LAUST040000000000004","Arizona",2025,"M04","2025 Apr",144479,36208,33.4,4,36208,33.4
"LAUST040000000000004","Arizona",2025,"M05","2025 May",158488,31589,24.9,4,31589,24.9
"LAUST040000000000004","Arizona",2025,"M06","2025 Jun",173782,22340,14.8,4,22340,14.8
"LAUST040000000000004","Arizona",2025,"M07","2025 Jul",183749,17218,10.3,4,17218,10.3
"LAUST040000000000004","Arizona",2025,"M08","2025 Aug",186997,26576,16.6,4,26576,16.6
"LAUST040000000000004","Arizona",2025,"M09","2025 Sep",181915,32120,21.4,4,32120,21.4
"LAUST040000000000004","Arizona",2025,"M10","2025 Oct",NA,NA,NA,4,NA,NA
"LAUST040000000000004","Arizona",2025,"M11","2025 Nov",163552,15669,10.6,4,15669,10.6
"LAUST040000000000004","Arizona",2025,"M12","2025 Dec",150918,11965,8.6,4,11965,8.6
"LAUST050000000000004","Arkansas",2023,"M01","2023 Jan",45714,-4638,-9.2,5,-4638,-9.2
"LAUST050000000000004","Arkansas",2023,"M02","2023 Feb",44395,-4971,-10.1,5,-4971,-10.1
"LAUST050000000000004","Arkansas",2023,"M03","2023 Mar",39767,-2955,-6.9,5,-2955,-6.9
"LAUST050000000000004","Arkansas",2023,"M04","2023 Apr",34614,-4595,-11.7,5,-4595,-11.7
"LAUST050000000000004","Arkansas",2023,"M05","2023 May",39389,-1911,-4.6,5,-1911,-4.6
"LAUST050000000000004","Arkansas",2023,"M06","2023 Jun",47865,-2631,-5.2,5,-2631,-5.2
"LAUST050000000000004","Arkansas",2023,"M07","2023 Jul",50262,-1317,-2.6,5,-1317,-2.6
"LAUST050000000000004","Arkansas",2023,"M08","2023 Aug",49071,2737,5.9,5,2737,5.9
"LAUST050000000000004","Arkansas",2023,"M09","2023 Sep",45707,4299,10.4,5,4299,10.4
"LAUST050000000000004","Arkansas",2023,"M10","2023 Oct",41185,5418,15.1,5,5418,15.1
"LAUST050000000000004","Arkansas",2023,"M11","2023 Nov",41518,5451,15.1,5,5451,15.1
"LAUST050000000000004","Arkansas",2023,"M12","2023 Dec",45030,8489,23.2,5,8489,23.2
"LAUST050000000000004","Arkansas",2024,"M01","2024 Jan",52473,6759,14.8,5,6759,14.8
"LAUST050000000000004","Arkansas",2024,"M02","2024 Feb",52907,8512,19.2,5,8512,19.2
"LAUST050000000000004","Arkansas",2024,"M03","2024 Mar",47539,7772,19.5,5,7772,19.5
"LAUST050000000000004","Arkansas",2024,"M04","2024 Apr",42542,7928,22.9,5,7928,22.9
"LAUST050000000000004","Arkansas",2024,"M05","2024 May",45618,6229,15.8,5,6229,15.8
"LAUST050000000000004","Arkansas",2024,"M06","2024 Jun",54465,6600,13.8,5,6600,13.8
"LAUST050000000000004","Arkansas",2024,"M07","2024 Jul",58150,7888,15.7,5,7888,15.7
"LAUST050000000000004","Arkansas",2024,"M08","2024 Aug",51598,2527,5.1,5,2527,5.1
"LAUST050000000000004","Arkansas",2024,"M09","2024 Sep",46239,532,1.2,5,532,1.2
"LAUST050000000000004","Arkansas",2024,"M10","2024 Oct",44848,3663,8.9,5,3663,8.9
"LAUST050000000000004","Arkansas",2024,"M11","2024 Nov",47533,6015,14.5,5,6015,14.5
"LAUST050000000000004","Arkansas",2024,"M12","2024 Dec",49511,4481,10,5,4481,10
"LAUST050000000000004","Arkansas",2025,"M01","2025 Jan",58652,6179,11.8,5,6179,11.8
"LAUST050000000000004","Arkansas",2025,"M02","2025 Feb",60960,8053,15.2,5,8053,15.2
"LAUST050000000000004","Arkansas",2025,"M03","2025 Mar",54758,7219,15.2,5,7219,15.2
"LAUST050000000000004","Arkansas",2025,"M04","2025 Apr",50259,7717,18.1,5,7717,18.1
"LAUST050000000000004","Arkansas",2025,"M05","2025 May",54376,8758,19.2,5,8758,19.2
"LAUST050000000000004","Arkansas",2025,"M06","2025 Jun",62009,7544,13.9,5,7544,13.9
"LAUST050000000000004","Arkansas",2025,"M07","2025 Jul",65966,7816,13.4,5,7816,13.4
"LAUST050000000000004","Arkansas",2025,"M08","2025 Aug",61956,10358,20.1,5,10358,20.1
"LAUST050000000000004","Arkansas",2025,"M09","2025 Sep",60600,14361,31.1,5,14361,31.1
"LAUST050000000000004","Arkansas",2025,"M10","2025 Oct",NA,NA,NA,5,NA,NA
"LAUST050000000000004","Arkansas",2025,"M11","2025 Nov",60485,12952,27.2,5,12952,27.2
"LAUST050000000000004","Arkansas",2025,"M12","2025 Dec",60256,10745,21.7,5,10745,21.7
"LAUST060000000000004","California",2023,"M01","2023 Jan",907120,-170488,-15.8,6,-170488,-15.8
"LAUST060000000000004","California",2023,"M02","2023 Feb",931719,-41687,-4.3,6,-41687,-4.3
"LAUST060000000000004","California",2023,"M03","2023 Mar",909306,33051,3.8,6,33051,3.8
"LAUST060000000000004","California",2023,"M04","2023 Apr",800959,25414,3.3,6,25414,3.3
"LAUST060000000000004","California",2023,"M05","2023 May",827335,117929,16.6,6,117929,16.6
"LAUST060000000000004","California",2023,"M06","2023 Jun",925683,111893,13.7,6,111893,13.7
"LAUST060000000000004","California",2023,"M07","2023 Jul",939797,140404,17.6,6,140404,17.6
"LAUST060000000000004","California",2023,"M08","2023 Aug",1003719,196953,24.4,6,196953,24.4
"LAUST060000000000004","California",2023,"M09","2023 Sep",944017,207819,28.2,6,207819,28.2
"LAUST060000000000004","California",2023,"M10","2023 Oct",960052,184299,23.8,6,184299,23.8
"LAUST060000000000004","California",2023,"M11","2023 Nov",944445,145866,18.3,6,145866,18.3
"LAUST060000000000004","California",2023,"M12","2023 Dec",957811,187584,24.4,6,187584,24.4
"LAUST060000000000004","California",2024,"M01","2024 Jan",1053178,146058,16.1,6,146058,16.1
"LAUST060000000000004","California",2024,"M02","2024 Feb",1061402,129683,13.9,6,129683,13.9
"LAUST060000000000004","California",2024,"M03","2024 Mar",1026004,116698,12.8,6,116698,12.8
"LAUST060000000000004","California",2024,"M04","2024 Apr",935201,134242,16.8,6,134242,16.8
"LAUST060000000000004","California",2024,"M05","2024 May",913886,86551,10.5,6,86551,10.5
"LAUST060000000000004","California",2024,"M06","2024 Jun",1070409,144726,15.6,6,144726,15.6
"LAUST060000000000004","California",2024,"M07","2024 Jul",1160538,220741,23.5,6,220741,23.5
"LAUST060000000000004","California",2024,"M08","2024 Aug",1152202,148483,14.8,6,148483,14.8
"LAUST060000000000004","California",2024,"M09","2024 Sep",1026866,82849,8.8,6,82849,8.8
"LAUST060000000000004","California",2024,"M10","2024 Oct",1043138,83086,8.7,6,83086,8.7
"LAUST060000000000004","California",2024,"M11","2024 Nov",1052586,108141,11.5,6,108141,11.5
"LAUST060000000000004","California",2024,"M12","2024 Dec",1010418,52607,5.5,6,52607,5.5
"LAUST060000000000004","California",2025,"M01","2025 Jan",1103117,49939,4.7,6,49939,4.7
"LAUST060000000000004","California",2025,"M02","2025 Feb",1104697,43295,4.1,6,43295,4.1
"LAUST060000000000004","California",2025,"M03","2025 Mar",1082519,56515,5.5,6,56515,5.5
"LAUST060000000000004","California",2025,"M04","2025 Apr",1013196,77995,8.3,6,77995,8.3
"LAUST060000000000004","California",2025,"M05","2025 May",993216,79330,8.7,6,79330,8.7
"LAUST060000000000004","California",2025,"M06","2025 Jun",1100647,30238,2.8,6,30238,2.8
"LAUST060000000000004","California",2025,"M07","2025 Jul",1163214,2676,0.2,6,2676,0.2
"LAUST060000000000004","California",2025,"M08","2025 Aug",1159300,7098,0.6,6,7098,0.6
"LAUST060000000000004","California",2025,"M09","2025 Sep",1112773,85907,8.4,6,85907,8.4
"LAUST060000000000004","California",2025,"M10","2025 Oct",NA,NA,NA,6,NA,NA
"LAUST060000000000004","California",2025,"M11","2025 Nov",1087409,34823,3.3,6,34823,3.3
"LAUST060000000000004","California",2025,"M12","2025 Dec",1017997,7579,0.8,6,7579,0.8
"LAUST080000000000004","Colorado",2023,"M01","2023 Jan",100475,-33160,-24.8,8,-33160,-24.8
"LAUST080000000000004","Colorado",2023,"M02","2023 Feb",109852,-15747,-12.5,8,-15747,-12.5
"LAUST080000000000004","Colorado",2023,"M03","2023 Mar",95470,-11529,-10.8,8,-11529,-10.8
"LAUST080000000000004","Colorado",2023,"M04","2023 Apr",85798,-5749,-6.3,8,-5749,-6.3
"LAUST080000000000004","Colorado",2023,"M05","2023 May",97477,9253,10.5,8,9253,10.5
"LAUST080000000000004","Colorado",2023,"M06","2023 Jun",116900,21847,23,8,21847,23
"LAUST080000000000004","Colorado",2023,"M07","2023 Jul",106980,12768,13.6,8,12768,13.6
"LAUST080000000000004","Colorado",2023,"M08","2023 Aug",113296,23296,25.9,8,23296,25.9
"LAUST080000000000004","Colorado",2023,"M09","2023 Sep",106782,21820,25.7,8,21820,25.7
"LAUST080000000000004","Colorado",2023,"M10","2023 Oct",109143,19637,21.9,8,19637,21.9
"LAUST080000000000004","Colorado",2023,"M11","2023 Nov",112165,21302,23.4,8,21302,23.4
"LAUST080000000000004","Colorado",2023,"M12","2023 Dec",117966,32212,37.6,8,32212,37.6
"LAUST080000000000004","Colorado",2024,"M01","2024 Jan",131608,31133,31,8,31133,31
"LAUST080000000000004","Colorado",2024,"M02","2024 Feb",135430,25578,23.3,8,25578,23.3
"LAUST080000000000004","Colorado",2024,"M03","2024 Mar",120710,25240,26.4,8,25240,26.4
"LAUST080000000000004","Colorado",2024,"M04","2024 Apr",119463,33665,39.2,8,33665,39.2
"LAUST080000000000004","Colorado",2024,"M05","2024 May",125721,28244,29,8,28244,29
"LAUST080000000000004","Colorado",2024,"M06","2024 Jun",140863,23963,20.5,8,23963,20.5
"LAUST080000000000004","Colorado",2024,"M07","2024 Jul",145679,38699,36.2,8,38699,36.2
"LAUST080000000000004","Colorado",2024,"M08","2024 Aug",146268,32972,29.1,8,32972,29.1
"LAUST080000000000004","Colorado",2024,"M09","2024 Sep",136387,29605,27.7,8,29605,27.7
"LAUST080000000000004","Colorado",2024,"M10","2024 Oct",138357,29214,26.8,8,29214,26.8
"LAUST080000000000004","Colorado",2024,"M11","2024 Nov",143903,31738,28.3,8,31738,28.3
"LAUST080000000000004","Colorado",2024,"M12","2024 Dec",135732,17766,15.1,8,17766,15.1
"LAUST080000000000004","Colorado",2025,"M01","2025 Jan",145318,13710,10.4,8,13710,10.4
"LAUST080000000000004","Colorado",2025,"M02","2025 Feb",149280,13850,10.2,8,13850,10.2
"LAUST080000000000004","Colorado",2025,"M03","2025 Mar",135998,15288,12.7,8,15288,12.7
"LAUST080000000000004","Colorado",2025,"M04","2025 Apr",127772,8309,7,8,8309,7
"LAUST080000000000004","Colorado",2025,"M05","2025 May",129079,3358,2.7,8,3358,2.7
"LAUST080000000000004","Colorado",2025,"M06","2025 Jun",132124,-8739,-6.2,8,-8739,-6.2
"LAUST080000000000004","Colorado",2025,"M07","2025 Jul",132979,-12700,-8.7,8,-12700,-8.7
"LAUST080000000000004","Colorado",2025,"M08","2025 Aug",126548,-19720,-13.5,8,-19720,-13.5
"LAUST080000000000004","Colorado",2025,"M09","2025 Sep",125539,-10848,-8,8,-10848,-8
"LAUST080000000000004","Colorado",2025,"M10","2025 Oct",NA,NA,NA,8,NA,NA
"LAUST080000000000004","Colorado",2025,"M11","2025 Nov",124890,-19013,-13.2,8,-19013,-13.2
"LAUST080000000000004","Colorado",2025,"M12","2025 Dec",116353,-19379,-14.3,8,-19379,-14.3
"LAUST090000000000004","Connecticut",2023,"M01","2023 Jan",72798,-32565,-30.9,9,-32565,-30.9
"LAUST090000000000004","Connecticut",2023,"M02","2023 Feb",74855,-26062,-25.8,9,-26062,-25.8
"LAUST090000000000004","Connecticut",2023,"M03","2023 Mar",64697,-22775,-26,9,-22775,-26
"LAUST090000000000004","Connecticut",2023,"M04","2023 Apr",49415,-25554,-34.1,9,-25554,-34.1
"LAUST090000000000004","Connecticut",2023,"M05","2023 May",60115,-20685,-25.6,9,-20685,-25.6
"LAUST090000000000004","Connecticut",2023,"M06","2023 Jun",58199,-19750,-25.3,9,-19750,-25.3
"LAUST090000000000004","Connecticut",2023,"M07","2023 Jul",65951,-16884,-20.4,9,-16884,-20.4
"LAUST090000000000004","Connecticut",2023,"M08","2023 Aug",62491,-12552,-16.7,9,-12552,-16.7
"LAUST090000000000004","Connecticut",2023,"M09","2023 Sep",56373,-8256,-12.8,9,-8256,-12.8
"LAUST090000000000004","Connecticut",2023,"M10","2023 Oct",58731,-7102,-10.8,9,-7102,-10.8
"LAUST090000000000004","Connecticut",2023,"M11","2023 Nov",56450,-3984,-6.6,9,-3984,-6.6
"LAUST090000000000004","Connecticut",2023,"M12","2023 Dec",53745,-483,-0.9,9,-483,-0.9
"LAUST090000000000004","Connecticut",2024,"M01","2024 Jan",71701,-1097,-1.5,9,-1097,-1.5
"LAUST090000000000004","Connecticut",2024,"M02","2024 Feb",73953,-902,-1.2,9,-902,-1.2
"LAUST090000000000004","Connecticut",2024,"M03","2024 Mar",64108,-589,-0.9,9,-589,-0.9
"LAUST090000000000004","Connecticut",2024,"M04","2024 Apr",51652,2237,4.5,9,2237,4.5
"LAUST090000000000004","Connecticut",2024,"M05","2024 May",61022,907,1.5,9,907,1.5
"LAUST090000000000004","Connecticut",2024,"M06","2024 Jun",59100,901,1.5,9,901,1.5
"LAUST090000000000004","Connecticut",2024,"M07","2024 Jul",75100,9149,13.9,9,9149,13.9
"LAUST090000000000004","Connecticut",2024,"M08","2024 Aug",68694,6203,9.9,9,6203,9.9
"LAUST090000000000004","Connecticut",2024,"M09","2024 Sep",59041,2668,4.7,9,2668,4.7
"LAUST090000000000004","Connecticut",2024,"M10","2024 Oct",61450,2719,4.6,9,2719,4.6
"LAUST090000000000004","Connecticut",2024,"M11","2024 Nov",62648,6198,11,9,6198,11
"LAUST090000000000004","Connecticut",2024,"M12","2024 Dec",58258,4513,8.4,9,4513,8.4
"LAUST090000000000004","Connecticut",2025,"M01","2025 Jan",79600,7899,11,9,7899,11
"LAUST090000000000004","Connecticut",2025,"M02","2025 Feb",83348,9395,12.7,9,9395,12.7
"LAUST090000000000004","Connecticut",2025,"M03","2025 Mar",75980,11872,18.5,9,11872,18.5
"LAUST090000000000004","Connecticut",2025,"M04","2025 Apr",63887,12235,23.7,9,12235,23.7
"LAUST090000000000004","Connecticut",2025,"M05","2025 May",74539,13517,22.2,9,13517,22.2
"LAUST090000000000004","Connecticut",2025,"M06","2025 Jun",71064,11964,20.2,9,11964,20.2
"LAUST090000000000004","Connecticut",2025,"M07","2025 Jul",85330,10230,13.6,9,10230,13.6
"LAUST090000000000004","Connecticut",2025,"M08","2025 Aug",79999,11305,16.5,9,11305,16.5
"LAUST090000000000004","Connecticut",2025,"M09","2025 Sep",76476,17435,29.5,9,17435,29.5
"LAUST090000000000004","Connecticut",2025,"M10","2025 Oct",NA,NA,NA,9,NA,NA
"LAUST090000000000004","Connecticut",2025,"M11","2025 Nov",86073,23425,37.4,9,23425,37.4
"LAUST090000000000004","Connecticut",2025,"M12","2025 Dec",79565,21307,36.6,9,21307,36.6
"LAUST100000000000004","Delaware",2023,"M01","2023 Jan",21616,-3672,-14.5,10,-3672,-14.5
"LAUST100000000000004","Delaware",2023,"M02","2023 Feb",21486,-2013,-8.6,10,-2013,-8.6
"LAUST100000000000004","Delaware",2023,"M03","2023 Mar",20606,-1688,-7.6,10,-1688,-7.6
"LAUST100000000000004","Delaware",2023,"M04","2023 Apr",18110,-2364,-11.5,10,-2364,-11.5
"LAUST100000000000004","Delaware",2023,"M05","2023 May",18330,-1103,-5.7,10,-1103,-5.7
"LAUST100000000000004","Delaware",2023,"M06","2023 Jun",21237,-1629,-7.1,10,-1629,-7.1
"LAUST100000000000004","Delaware",2023,"M07","2023 Jul",20560,-1211,-5.6,10,-1211,-5.6
"LAUST100000000000004","Delaware",2023,"M08","2023 Aug",22324,-277,-1.2,10,-277,-1.2
"LAUST100000000000004","Delaware",2023,"M09","2023 Sep",19365,220,1.1,10,220,1.1
"LAUST100000000000004","Delaware",2023,"M10","2023 Oct",19860,-460,-2.3,10,-460,-2.3
"LAUST100000000000004","Delaware",2023,"M11","2023 Nov",17723,-1223,-6.5,10,-1223,-6.5
"LAUST100000000000004","Delaware",2023,"M12","2023 Dec",17758,-382,-2.1,10,-382,-2.1
"LAUST100000000000004","Delaware",2024,"M01","2024 Jan",20892,-724,-3.3,10,-724,-3.3
"LAUST100000000000004","Delaware",2024,"M02","2024 Feb",20908,-578,-2.7,10,-578,-2.7
"LAUST100000000000004","Delaware",2024,"M03","2024 Mar",20310,-296,-1.4,10,-296,-1.4
"LAUST100000000000004","Delaware",2024,"M04","2024 Apr",18507,397,2.2,10,397,2.2
"LAUST100000000000004","Delaware",2024,"M05","2024 May",18223,-107,-0.6,10,-107,-0.6
"LAUST100000000000004","Delaware",2024,"M06","2024 Jun",21992,755,3.6,10,755,3.6
"LAUST100000000000004","Delaware",2024,"M07","2024 Jul",22668,2108,10.3,10,2108,10.3
"LAUST100000000000004","Delaware",2024,"M08","2024 Aug",22509,185,0.8,10,185,0.8
"LAUST100000000000004","Delaware",2024,"M09","2024 Sep",18467,-898,-4.6,10,-898,-4.6
"LAUST100000000000004","Delaware",2024,"M10","2024 Oct",18946,-914,-4.6,10,-914,-4.6
"LAUST100000000000004","Delaware",2024,"M11","2024 Nov",18307,584,3.3,10,584,3.3
"LAUST100000000000004","Delaware",2024,"M12","2024 Dec",18420,662,3.7,10,662,3.7
"LAUST100000000000004","Delaware",2025,"M01","2025 Jan",22779,1887,9,10,1887,9
"LAUST100000000000004","Delaware",2025,"M02","2025 Feb",23358,2450,11.7,10,2450,11.7
"LAUST100000000000004","Delaware",2025,"M03","2025 Mar",23154,2844,14,10,2844,14
"LAUST100000000000004","Delaware",2025,"M04","2025 Apr",21939,3432,18.5,10,3432,18.5
"LAUST100000000000004","Delaware",2025,"M05","2025 May",21724,3501,19.2,10,3501,19.2
"LAUST100000000000004","Delaware",2025,"M06","2025 Jun",25110,3118,14.2,10,3118,14.2
"LAUST100000000000004","Delaware",2025,"M07","2025 Jul",26475,3807,16.8,10,3807,16.8
"LAUST100000000000004","Delaware",2025,"M08","2025 Aug",27840,5331,23.7,10,5331,23.7
"LAUST100000000000004","Delaware",2025,"M09","2025 Sep",25901,7434,40.3,10,7434,40.3
"LAUST100000000000004","Delaware",2025,"M10","2025 Oct",NA,NA,NA,10,NA,NA
"LAUST100000000000004","Delaware",2025,"M11","2025 Nov",28138,9831,53.7,10,9831,53.7
"LAUST100000000000004","Delaware",2025,"M12","2025 Dec",26853,8433,45.8,10,8433,45.8
"LAUST120000000000004","Florida",2023,"M01","2023 Jan",309864,-85167,-21.6,12,-85167,-21.6
"LAUST120000000000004","Florida",2023,"M02","2023 Feb",297668,-49457,-14.2,12,-49457,-14.2
"LAUST120000000000004","Florida",2023,"M03","2023 Mar",293327,-27382,-8.5,12,-27382,-8.5
"LAUST120000000000004","Florida",2023,"M04","2023 Apr",266671,-29823,-10.1,12,-29823,-10.1
"LAUST120000000000004","Florida",2023,"M05","2023 May",301055,1642,0.5,12,1642,0.5
"LAUST120000000000004","Florida",2023,"M06","2023 Jun",342548,-1139,-0.3,12,-1139,-0.3
"LAUST120000000000004","Florida",2023,"M07","2023 Jul",344699,10842,3.2,12,10842,3.2
"LAUST120000000000004","Florida",2023,"M08","2023 Aug",370991,30832,9.1,12,30832,9.1
"LAUST120000000000004","Florida",2023,"M09","2023 Sep",352532,39673,12.7,12,39673,12.7
"LAUST120000000000004","Florida",2023,"M10","2023 Oct",352759,32271,10.1,12,32271,10.1
"LAUST120000000000004","Florida",2023,"M11","2023 Nov",338468,28380,9.2,12,28380,9.2
"LAUST120000000000004","Florida",2023,"M12","2023 Dec",319237,48481,17.9,12,48481,17.9
"LAUST120000000000004","Florida",2024,"M01","2024 Jan",351854,41990,13.6,12,41990,13.6
"LAUST120000000000004","Florida",2024,"M02","2024 Feb",343068,45400,15.3,12,45400,15.3
"LAUST120000000000004","Florida",2024,"M03","2024 Mar",339741,46414,15.8,12,46414,15.8
"LAUST120000000000004","Florida",2024,"M04","2024 Apr",320715,54044,20.3,12,54044,20.3
"LAUST120000000000004","Florida",2024,"M05","2024 May",340274,39219,13,12,39219,13
"LAUST120000000000004","Florida",2024,"M06","2024 Jun",397738,55190,16.1,12,55190,16.1
"LAUST120000000000004","Florida",2024,"M07","2024 Jul",423708,79009,22.9,12,79009,22.9
